lig-ID,prot-RMSD_AFold,Bsite-RMSD_AFold,prot-RMSD_premin,Bsite-RMSD_premin,Lig-RMSD_premin,prot-RMSD_min,Bsite-RMSD_min,Lig-RMSD_min
A0,0.8012043123399932,1.1356109,0.8012043123399932,1.5220026,1.1918557977931283,0.9371655876393404,1.6479846,1.2045131276627477
A1,0.8796934425545181,0.8857184,0.8796934425545181,1.2747481,0.553412171756626,1.0014245339111525,1.5193999,0.4498383545855471
A2,0.8857875044252341,0.8626463,0.8857875044252341,1.2108338,0.4900531053692097,1.0388280139420898,1.3496491,0.511160083232423
A3,0.8197759707249561,0.94865537,0.8197759707249561,1.4030843,0.7892783255298589,0.9144267888713036,1.2480804,0.4949839556976291
A4,0.8208983080554559,1.0368553,0.8208983080554559,1.4656544,1.0616822771555694,0.9137412880892428,1.5587162,1.2569219105653495
A5,0.9353734511893372,1.2046615,0.9353734511893372,1.6161897,1.2813222021704804,1.0328044051977865,1.697666,1.2599115428291785
A6,0.8993039331060318,1.0677314,0.8993039331060318,1.4047405,0.6754711264653595,1.105636757721168,1.3963149,0.8566534852830423
A7,0.916453359235478,0.9024895,0.916453359235478,1.2890457,0.5151642162597665,1.0555177764584731,1.4761758,0.7312639437798804
A8,0.8319578380285909,1.0176886,0.8319578380285909,1.3686649,0.996271369465728,1.035708829774668,1.4040904,0.8496205536344907
A9,0.8955023441582108,1.104469,0.8955023441582108,1.463865,2.0603320479824467,0.951675580478404,1.3145343,2.1216811767716295
A10,0.7876659688710232,1.2219777,0.7876659688710232,1.5749559,2.074136894718458,0.984122818817539,1.4191074,2.368120596888009
A11,0.8570402781628226,0.9627677,0.8570402781628226,1.3081282,2.7335578016131685,0.9998591460394904,1.3850179,2.843066606506321
A12,0.8764333343360976,0.8677786,0.8764333343360976,1.2497816,0.7885486029447171,0.991638539889016,2.1928337,0.257100238342994
A13,0.8738049548637633,0.9901106,0.8738049548637633,1.343091,1.0079919481246538,1.0579367891609104,1.3989578,0.4290596035557734
A14,0.8048761329844412,0.95937914,0.8048761329844412,1.3934029,1.0855396871419174,0.9668914581982208,1.9547883,0.7493578690012691
A15,0.892234015462479,0.8229964,0.892234015462479,1.1689432,0.809832447786258,1.02947196286704,1.0944624,0.8049639993359532
A16,0.8733671802797707,0.8276553,0.8733671802797707,1.1702464,0.8075614198812698,1.0284126724392388,1.4682654,0.5846456556585362
A17,0.9549827729862362,1.1120595,0.9549827729862362,1.5089393,1.9870744555817323,1.0227114114284652,1.2667221,1.984683172971297
A18,0.8806111143642811,0.8045277,0.8806111143642811,1.2224792,0.53266133674087,1.0222490320047302,1.4058089,0.447977557559309
A19,0.8813208625537622,1.1527644,0.8813208625537622,1.5345203,2.6143951241990955,0.9631391305386726,1.3146996,1.8141407089251944
A20,0.8347363515180941,1.0484556,0.8347363515180941,1.4454242,1.165072159148654,1.0486866461865514,2.1716828,0.4916577819813457
A21,0.8525885168774764,1.0243883,0.8525885168774764,1.4594166,0.992847940191894,1.0863914946277269,1.5593227,0.9259693439150216
A22,0.9164908770867692,1.1821619,0.9164908770867692,1.5837883,2.1132834884337006,1.126939900215416,1.4386164,2.7146209262080387
A23,0.8886394205320779,0.97574294,0.8886394205320779,1.2879773,1.600638379607183,0.9938540333867562,1.3035058,1.0238119901230118
A24,0.810566687392005,1.1657645,0.810566687392005,1.5301901,2.7977577986695095,0.9671321916734876,1.3341868,2.967839314167141
A25,0.7803172043284444,0.90305537,0.7803172043284444,1.2937762,1.603371223514569,0.923174989548231,1.3427204,1.7837597587490217
A26,0.8659695475836162,1.008919,0.8659695475836162,1.3607649,0.5379200767610381,1.0674617582328676,1.4528668,0.5785358556397208
A27,0.8995528712878833,0.9859695,0.8995528712878833,1.3529259,1.1164123510680608,1.081601815436153,1.4456862,1.1266961617382172
A28,0.7980788114709229,1.0866268,0.7980788114709229,1.578542,1.0321723150878288,0.9497898630489188,1.6484401,1.5759755786419678
A29,0.9526270959500716,1.7960579,0.9526270959500716,2.1221714,1.371279689637812,1.1131467512011664,2.1707728,1.678494327574681
A30,0.9133695830476932,1.0830371,0.9133695830476932,1.330034,2.374626276023217,1.0447006663848837,1.2957307,2.604384999162636
A31,0.9492453952214612,1.0520728,0.9492453952214612,1.4201537,3.0,1.0273334024582064,1.4480617,1.449279402657437
A32,0.8208093868666286,1.0140733,0.8208093868666286,1.3981985,2.160655930576579,1.0690110213157684,1.3473966,2.4121889232695355
A33,0.8410849806834614,0.9024662,0.8410849806834614,1.3606659,0.6563818526786372,0.9478992504712596,1.315134,0.4991906650146163
A34,0.8978467806643079,0.86675155,0.8978467806643079,1.1490943,0.8395727682997687,0.9492795021078608,1.1401834,0.6469944793070819
A35,0.8450599460500675,1.0806888,0.8450599460500675,1.447236,1.3221737388336727,1.0013623868913537,1.4301792,1.3218602906937311
A36,0.7867327305857936,1.1084884,0.7867327305857936,1.5628719,1.254840558972889,0.93131173232758,1.4284791,1.5285227840513196
A37,0.776998358559908,1.1596103,0.776998358559908,1.5846392,0.8219385725715144,0.9505553101659788,1.5834333,0.7272435333217201
A38,0.9600412929665134,1.0907785,0.9600412929665134,1.4785097,1.6521818941147068,1.125938543847842,1.539188,0.8285669606720205
A39,0.8695880801730732,0.9845096,0.8695880801730732,1.3396896,0.6632381191529824,0.9812480958366188,1.3740679,0.4875762608595652
A40,1.0550633247021155,1.2241992,1.0550633247021155,1.5788751,2.2370476676804136,1.2234045528388977,1.348026,2.359743825820413
A41,0.9598504131300504,1.0156726,0.9598504131300504,1.4369365,0.861715514809838,1.145098295555092,1.1754463,1.0334762914219393
