lig-ID,IC50 (µM),IC50 lower (µM)
ASAP-0000164,0.033973206641478904,0.03218408544646845
ASAP-0000165,0.9821941915646613,0.8565926486920556
ASAP-0000166,1.490182687809554,1.3840578681796516
ASAP-0000167,0.07653493400071915,0.0727676452144388
ASAP-0000168,0.07108357341426519,0.06703466208839065
ASAP-0000169,0.05258520336607585,0.0505283815233123
ASAP-0000170,0.8421588200754049,0.7852371236335327
ASAP-0000171,0.1372168486162419,0.1262304992421007
ASAP-0000173,6.842713700156803,6.291990357768927
ASAP-0000175,2.700061200690632,2.559900874693339
ASAP-0000176,3.189646380464503,3.000367247101274
ASAP-0000142,5.15681159064549,4.848636054621814
ASAP-0000144,0.7742274904447495,0.7369072269265453
ASAP-0000145,2.387714564842563,2.196843226446646
ASAP-0000146,0.3532682923318116,0.3305980370120126
ASAP-0000147,2.783333069935497,2.630370194951315
ASAP-0000150,3.961099645632212,3.768545821798178
ASAP-0000153,0.010921906998304563,0.010255384829736784
ASAP-0000154,1.6147609540497365,1.504076187736176
ASAP-0000155,0.045374688467788096,0.0420062455487833
ASAP-0000156,0.0680013106131225,0.06308428687411295
ASAP-0000157,0.061059015161953153,0.057591987304655645
ASAP-0000158,0.11224585768118205,0.10528126489906645
ASAP-0000159,0.07759331153113964,0.0728214604230131
ASAP-0000160,0.1040525512787603,0.09760260361537575
ASAP-0000161,0.07696270870267136,0.07019346882091225
ASAP-0000162,0.07903244921539412,0.07431517975140498
ASAP-0000163,0.1928780650225323,0.18168070033972245
ASAP-0000179,63.89573215454723,59.58219727323785
ASAP-0000180,22.17828359656779,21.10339470045383
ASAP-0000181,42.19083389817978,39.69916075435985
ASAP-0000182,61.99046266831989,57.87692593942358
ASAP-0000184,0.0903205427620087,0.0878225499841382
ASAP-0000185,0.1337300564017531,0.1299154116540389
ASAP-0000186,94.35016647387162,86.29117565451001
ASAP-0000187,9.723567661081674,9.218518010109474
ASAP-0000204,2.0712057799237305,0.7720701554163478
ASAP-0000205,0.07788848101606335,0.07514375017674525
ASAP-0000206,0.1053932257924738,0.10083042225663949
ASAP-0000207,0.1047360454501246,0.1006542368622313
ASAP-0000208,0.08966378141840126,0.0864472088676191
ASAP-0000209,0.07015737050338014,0.06758508716229665
ASAP-0000210,0.11849844142473726,0.1111442782267657
ASAP-0000212,0.10981219905985995,0.10603731015790205
ASAP-0000213,0.07690707823642265,0.0727543567309802
ASAP-0000214,0.06185434320138025,0.058805112510570204
ASAP-0000215,0.1095403449199127,0.10487607605706215
ASAP-0000216,0.0828039557420446,0.08048952723654604
ASAP-0000217,0.1166386585421579,0.10823541671178366
ASAP-0000218,0.41390610181275617,0.3446389821111788
ASAP-0000220,0.08334577194189685,0.0807718294433418
ASAP-0000222,0.0827381444594034,0.06852767863818335
ASAP-0000223,0.1089337928315679,0.10507488417301135
ASAP-0000224,0.11328019479847376,0.1030685729841613
ASAP-0000225,0.0635601674839609,0.059055554317414605
ASAP-0000226,0.32936962714119306,0.2011092340860942
ASAP-0000227,0.0765709089153959,0.07392197372755385
ASAP-0000228,59.81787669925924,56.84662019753453
ASAP-0000229,37.31638265358108,36.11082223002751
ASAP-0000235,2.856752282591444,2.698544846396879
ASAP-0000237,75.9838594396675,71.37967846522275
ASAP-0000238,79.67751251559736,76.20006998435463
ASAP-0000240,2.409670305081074,2.345761537474632
ASAP-0000241,0.2034349695665186,0.1955122042541167
ASAP-0000219,0.1014910885808471,0.09516762369243194
ASAP-0000221,0.0281505356658166,0.0269382836165317
ASAP-0000211,0.0502791567968369,0.048486652780726
ASAP-0000271,64.5480511884483,58.23291616623248
ASAP-0000275,6.561836264070342,6.067008848444633
ASAP-0000273,76.38572910121542,69.32375364607788
ASAP-0000362,0.4068652315986465,0.3394611008987725
ASAP-0000431,1.859176824673835,1.715958810075796
ASAP-0000432,17.20305705429233,15.25115519811473
ASAP-0000434,18.10577156801182,16.23936408153599
ASAP-0000435,1.549739972836404,1.456204063931324
ASAP-0000436,3.746211121613571,3.432724311325983
ASAP-0000438,12.33320553003674,11.33312342530615
ASAP-0000439,6.252385618497581,5.917701594805884
ASAP-0000440,53.94374605738236,49.80444599703966
ASAP-0000441,22.60148311213753,20.8244129442587
ASAP-0000433,4.030354079271782,3.674823547704235
ASAP-0000437,0.4175186596704301,0.3957355706708679
ASAP-0000442,57.15965116538537,53.09866708992055
ASAP-0000446,33.62500213762569,31.45584397077484
ASAP-0000447,6.119251274906079,5.748799224235873
ASAP-0000483,80.39899411621866,74.95703417061375
ASAP-0000485,3.377306588567401,3.176346215306343
ASAP-0000445,7.501783314622061,6.942351489801752
ASAP-0000484,3.209248079281353,3.038159696715859
ASAP-0000372,0.2891957460122841,0.2680584445240507
ASAP-0000373,0.0660765913194789,0.06192086413554736
ASAP-0000374,0.2231337024673024,0.2116856319369449
ASAP-0000378,94.45557083570854,79.78412834565061
ASAP-0000514,1.67035320731207,1.455643601578771
ASAP-0000516,1.770910459592727,1.513478834835136
ASAP-0000518,1.029472040379565,0.8129905411311683
ASAP-0000519,1.691646938925657,1.39916426141877
ASAP-0000520,6.506884071974319,5.777412638833049
ASAP-0000517,6.690118737838125,5.506399288096259
ASAP-0000521,35.45123136582787,31.97593751442151
ASAP-0000522,31.28541555727649,23.86123903938156
ASAP-0000523,0.3401595210743197,0.3166517494808575
ASAP-0000525,48.72199665829086,43.79194486457283
ASAP-0000526,0.05306211215332435,0.04674744545361245
ASAP-0000527,39.94820960158768,36.84421247775798
ASAP-0000529,14.04108765673008,13.11343377911793
ASAP-0000530,6.558661664338585,5.01421214174152
ASAP-0000531,43.41239022625296,41.25732914102618
ASAP-0000533,76.09485522104767,69.0168948434383
ASAP-0000524,23.99384209972122,20.17137622821926
ASAP-0000528,0.04873151552672535,0.042691990098723154
ASAP-0000532,87.41482244188789,79.31341530043494
ASAP-0000534,0.8809989454931728,0.8420668246113612
ASAP-0000535,8.524442004897477,8.134481627729542
ASAP-0000536,9.20206611213509,8.804203082179159
ASAP-0000538,5.703985774973152,5.247990131552134
ASAP-0000539,61.26005047607815,57.11904628615634
ASAP-0000542,0.797432013965092,0.7712513148556991
ASAP-0000544,2.786660728549698,2.659373460353082
ASAP-0000537,1.731775451526671,1.609465501746917
ASAP-0000541,0.3322675097626538,0.3221420485093602
ASAP-0000637,17.59047629675964,16.14943551434368
