lig-ID,IC50 (µM),IC50 lower (µM)
ASAP-0000638,16.3024525833733,15.07358075339808
ASAP-0000573,5.654750484315779,5.188055376682679
ASAP-0000575,7.235916304986065,6.510175720231046
ASAP-0000576,25.56641815461312,23.30121146241295
ASAP-0000577,0.092706157494816,0.0743042347787181
ASAP-0000579,2.050751831381062,1.851112288900207
ASAP-0000580,0.4844928343119738,0.4555725859952017
ASAP-0000581,6.898271143922661,6.250059202274473
ASAP-0000574,87.59910689378586,76.04407751306877
ASAP-0000578,6.247954824329359,5.522805117509134
ASAP-0000653,4.651495946734396,4.202770277797148
ASAP-0000655,9.943420623644371,7.539019159747961
ASAP-0000657,12.39404500056652,10.33036649065958
ASAP-0000658,2.955398896894202,2.634396533013819
ASAP-0000656,6.85560777778853,5.395985376931033
ASAP-0000640,10.24476486394373,9.585613519500468
ASAP-0000641,5.878152647743325,5.395176952236877
ASAP-0000644,5.642327149704224,5.318850615661615
ASAP-0000646,1.626299698743023,1.408805652841348
ASAP-0000648,2.033435522748688,1.729358589267907
ASAP-0000650,5.095507651465907,4.089062197839371
ASAP-0000652,2.565695602710887,2.468532303450266
ASAP-0000647,22.2719232673739,20.98601383676701
ASAP-0000651,1.529673082635667,1.465170384500038
ASAP-0000723,15.94741476669367,10.03225952587416
ASAP-0000725,0.7682291404944238,0.6655750050631704
ASAP-0000727,1.528312101350606,1.323493032110801
ASAP-0000728,3.50457832473159,2.646248184629525
ASAP-0000729,25.2030749273745,16.95857732579677
ASAP-0000731,0.64837534320093,0.5785424701543981
ASAP-0000732,14.98169988449355,13.59704325212123
ASAP-0000735,13.40628083161013,12.54580109095632
ASAP-0000726,18.7463531305267,14.43790081669469
ASAP-0000730,1.062710992248022,0.8492213857880875
ASAP-0000734,0.527446297483556,0.4907595793564316
ASAP-0000710,2.058821313095042,1.782254766512978
ASAP-0000711,21.75751815010881,16.98053229162021
ASAP-0000712,36.62315355044109,28.47708851425668
ASAP-0000714,27.81567671144103,24.89800291017781
ASAP-0000715,19.47026060214546,17.33378860991175
ASAP-0000716,1.86034122971508,1.515448874051937
ASAP-0000718,4.618362422714274,4.032407087074289
ASAP-0000719,6.324471485132943,5.368127087169839
ASAP-0000720,1.135253269721321,0.9183064677555508
ASAP-0000722,31.18317568906857,23.28165614462317
ASAP-0000713,9.353343871179428,8.247921043801004
ASAP-0000717,2.72545271315891,2.129936904341901
ASAP-0000721,62.69634146825163,38.66550759365946
ASAP-0000654,0.0685394550314392,0.0544867027210574
ASAP-0000737,5.345100710520627,4.87086207456416
ASAP-0000773,0.4638816069716405,0.3589160655226607
ASAP-0000774,0.08205724910733585,0.06028265206566075
ASAP-0000775,0.11284166659243841,0.0948251067857622
ASAP-0000771,19.209283609296,15.08108278560137
ASAP-0000772,47.21946138397044,35.06959249658005
ASAP-0000794,56.25092640242912,51.6077750961523
ASAP-0000801,1.283826062256626,1.22098417115456
ASAP-0000805,80.73678267630086,74.25973749690324
ASAP-0000808,18.87491700398797,17.41875487512996
ASAP-0000809,13.60608194436164,10.78878623718272
ASAP-0000810,70.36610713568368,63.79715603986274
ASAP-0000807,2.546067866952289,2.314927216134911
ASAP-0000811,34.82085737121289,31.07782827639237
ASAP-0000819,90.64012583610048,53.50506260106577
ASAP-0000821,12.22604637456103,10.8033529184566
ASAP-0000824,85.55438575439126,71.98451258568075
ASAP-0000795,37.59377450811948,22.3774929535031
ASAP-0000799,86.36046175254504,78.639419332471
ASAP-0000835,7.997563581231977,7.610453124092379
ASAP-0000798,59.12189342159657,53.43931699453904
ASAP-0000840,15.10314710313818,11.88625975087576
ASAP-0000846,48.26498996302241,40.27787776474625
ASAP-0000858,15.77816792907733,14.41159921640474
ASAP-0000832,57.88614933176385,51.42183173102699
ASAP-0000863,59.43050718321196,54.2806430186792
ASAP-0008245,1.653155025338492,1.534064390535184
ASAP-0008255,15.73480952791073,14.24513749037372
ASAP-0008259,0.07741644186778496,0.07330250856598636
ASAP-0000733,0.013448998210126,0.0122720823338497
ASAP-0000738,0.0248409659485626,0.0232642373704324
ASAP-0008269,62.53410399222899,57.93759680942793
ASAP-0008284,1.290367653816362,1.1068653541367912
ASAP-0008313,6.751021699756298,5.270593963506577
ASAP-0008314,0.2024146965543909,0.17358317618446345
ASAP-0008316,53.81240175382764,44.72323118316708
ASAP-0008285,0.3541951646635826,0.31733898316844544
ASAP-0008315,0.09443266455720631,0.0841586236497053
ASAP-0008329,9.502935813053286,7.427697848210094
ASAP-0008330,0.4617819281761169,0.3964877050073217
ASAP-0008331,0.1200702274089196,0.111782088495534
ASAP-0008333,13.24339897176966,10.88246346712426
ASAP-0008332,5.972670242185434,4.901859623825099
ASAP-0008258,0.0467168119699877,0.0435859352741319
ASAP-0000375,0.0391100668488482,0.0342263691895222
ASAP-0008356,41.75543488448237,36.58919931662503
ASAP-0008358,76.83461817323905,67.39916527626498
ASAP-0008360,17.66796724372816,15.47763192726604
ASAP-0008361,3.670361677747526,3.325767688714155
ASAP-0008362,1.045195201649144,0.9428767090735484
ASAP-0008364,0.6650092506015599,0.6066618067413847
ASAP-0008365,35.28174288105018,31.62962042152904
ASAP-0008366,20.73894084339464,18.69417427869305
ASAP-0008368,31.93246530028668,28.30232303672373
ASAP-0008359,12.81641595604792,9.767885747658909
ASAP-0008367,15.99032920751454,14.11695586654155
ASAP-0008369,57.1758475497729,50.71953630853407
ASAP-0008370,3.73921836112671,3.395991593808891
ASAP-0008371,5.867066329671457,5.198703971470878
ASAP-0008373,10.10966647242947,8.927422872032487
ASAP-0008374,4.29597887970473,3.892391088274096
ASAP-0008375,34.31926901890742,30.11120380864313
ASAP-0008372,27.25960872803318,24.05187078617985
ASAP-0008376,2.993521813216938,2.640331831826753
ASAP-0008409,16.75456946623561,14.51294718845567
ASAP-0008404,8.979392398377625,7.342944253293311
ASAP-0008405,7.00872003565294,5.83827164070276
ASAP-0008408,9.910213407081269,8.71934688244075
ASAP-0008394,1.530043110125367,1.354576878211341
ASAP-0008382,9.522654441057826,8.148023492545589
ASAP-0008385,1.31288782517557,1.15006011125901
ASAP-0008388,1.618917323391837,1.454660941279085
ASAP-0008420,0.1101362877366327,0.1015912982498702
ASAP-0008393,7.743209104330715,6.856965960772083
ASAP-0008415,10.78321052863601,8.681390602553796
ASAP-0008386,9.188822535661348,8.215691260125292
ASAP-0008383,5.665098952888752,5.045121230489901
ASAP-0008401,2.848670404264494,2.51114712808466
ASAP-0008384,11.977349294508,10.3543079354787
ASAP-0008387,20.65466677678156,18.26355742293307
ASAP-0008392,20.98738293687502,18.87333753082044
ASAP-0008410,4.148023015277448,3.644448236718624
ASAP-0008402,82.11624324909722,68.05585737683977
ASAP-0008411,0.489513296673956,0.4600520692760664
ASAP-0008428,0.4659360985720546,0.4148806067220823
ASAP-0008432,93.81985629460138,85.13238878294868
ASAP-0008439,14.04485041743968,12.60073956373797
ASAP-0008433,0.8362695082833097,0.7668010638455813
ASAP-0008434,12.00745908829009,11.0454768928241
ASAP-0008451,0.2042368658209886,0.1395453537462949
ASAP-0008429,16.03117602777679,14.84177882578716
ASAP-0008440,76.05932089666292,67.34948978498181
ASAP-0008453,1.433544659761834,1.336230064348876
ASAP-0008442,0.2951172658878893,0.2818228747331314
ASAP-0008452,0.3632600672710101,0.3449965296170294
ASAP-0008427,2.09613793105799,1.938217847899315
ASAP-0008459,10.80503073781468,10.01641585948335
ASAP-0008460,6.417941478382557,5.854647665425492
ASAP-0008456,67.60002546473925,62.29974153015538
ASAP-0008457,53.0276576389158,47.79323587738011
ASAP-0008461,7.265488626794145,6.62863759411393
ASAP-0008448,42.12746634822531,38.65454580146585
ASAP-0008462,8.371445793602508,7.699332102174248
ASAP-0008492,28.56706952251729,27.18113490579866
ASAP-0008493,30.29420949439964,29.03601747035255
ASAP-0008495,19.63500141404336,17.85955370991413
ASAP-0008497,9.605721855672622,8.758135769791089
ASAP-0008499,5.571648064813214,5.21671370994622
ASAP-0008470,7.450024870833846,7.098250206951314
ASAP-0008473,39.3718596426844,34.17029893034513
ASAP-0008475,0.1964938172779807,0.18333882979408517
ASAP-0008477,65.24399482319166,60.21464754957432
ASAP-0008481,24.62092073792607,22.00788974702565
ASAP-0008483,7.390314671827642,7.038410751882957
ASAP-0008486,15.22035860512837,13.64654080140153
ASAP-0008489,0.7722487405713754,0.7407072164988935
ASAP-0008479,0.8499327295450307,0.8189005267868159
ASAP-0008488,1.332130537909766,1.006501459788872
ASAP-0008501,19.77791403196922,13.9560784978125
ASAP-0008609,10.27806765786049,9.653781075316852
ASAP-0008612,10.14624961773821,9.506020922664232
ASAP-0008585,45.84654829977563,35.36724986788113
ASAP-0008591,4.158154912822474,3.844938824758257
ASAP-0008595,15.14087006266235,14.25784110795715
ASAP-0008599,33.32594660860437,19.39435008390988
ASAP-0008601,28.43353535977121,26.86708762035171
ASAP-0008603,3.264706731399595,3.114782962542772
ASAP-0008606,7.356278129820993,6.886270433973386
ASAP-0008588,46.3629894960937,41.13690615268009
ASAP-0008597,0.12518551036620384,0.120610433819324
ASAP-0008605,16.7084893695224,15.82007291993041
ASAP-0008625,31.40547050461598,28.77755219608423
ASAP-0008642,0.3156609702650249,0.2942168546882631
ASAP-0008624,98.97312068891972,87.7916200307977
ASAP-0008627,7.473786946291437,6.869789770248718
ASAP-0008626,31.12501661658499,28.87218308486012
ASAP-0008634,1.120876433582157,1.069494297596741
ASAP-0008631,28.35561595010868,26.23349306554606
ASAP-0008632,65.79123577845823,61.12152676208027
ASAP-0008629,5.358150061809096,5.097525415156686
ASAP-0008652,28.09586990430788,26.36979477604757
ASAP-0008635,21.28733861266985,19.66084013696052
ASAP-0008636,11.16621496597388,10.1462489556594
ASAP-0008653,0.13077401209027412,0.12417584897967995
ASAP-0008638,4.850080341426116,4.59785281565641
ASAP-0008661,0.4925061126363434,0.4715603640254558
ASAP-0008663,16.59492934915946,15.61885692666558
ASAP-0008667,1.054224771942003,0.8835935843395659
ASAP-0008669,0.1567477822871946,0.147676507737278
ASAP-0008671,0.2353047059398581,0.222257360712138
ASAP-0008675,0.1045157880251473,0.09964134781219905
ASAP-0008639,0.1262883090775092,0.12184218110630815
ASAP-0008672,0.08177123706109565,0.07805446960329471
ASAP-0008681,18.56651840922724,17.40726873890538
ASAP-0010724,0.9463520026663492,0.806923476380126
ASAP-0010736,0.3365532399535264,0.3222556552864993
ASAP-0010719,0.7287528042188006,0.6403117675473428
ASAP-0010734,0.06861353302600665,0.06445687744286925
ASAP-0010726,0.1609350230401289,0.1495137619783108
ASAP-0010721,0.8066647968414249,0.6744755346963545
ASAP-0010725,0.12918924740149315,0.1224311504801589
ASAP-0010712,0.086789293400655,0.08275875309041444
ASAP-0010713,46.68287849158153,44.09819971201557
ASAP-0010714,0.3622679751584,0.3396852473152853
ASAP-0010735,0.1559932160028885,0.1272650318807455
ASAP-0010711,0.1479319576007092,0.14006955580320152
ASAP-0010722,0.1794324535958509,0.1722485336173567
ASAP-0008659,0.0129625996297013,0.0124480043804461
ASAP-0008665,0.037033810881748,0.0352830950031638
ASAP-0008502,0.0059742405923838,0.0057446458006555
ASAP-0008466,0.06002888882289877,0.049977663288045204
ASAP-0010738,0.2893718722049853,0.272530028052727
ASAP-0010740,0.09361548184399882,0.08337150066494937
ASAP-0010742,0.1614684978989466,0.1513145224980587
ASAP-0010746,1.257376704879672,1.136512425412145
ASAP-0010750,0.4423261654556464,0.4045595396534704
ASAP-0010754,0.3484739249570117,0.3285717848590056
ASAP-0010756,3.307019051853708,3.076842925115643
ASAP-0010751,0.7200399048721324,0.4276920223830069
ASAP-0010755,0.5939431503074264,0.5668881961474862
ASAP-0010757,0.2725143501176186,0.2589514545925349
ASAP-0010758,1.2646911489088,1.199033173331192
ASAP-0010743,0.07597420797885646,0.07151374200071905
ASAP-0010748,0.05608489402811143,0.04664302352742474
ASAP-0010752,0.038126337518814904,0.035162228377878954
ASAP-0010910,18.58070317590615,17.10851443544976
ASAP-0011017,15.5276284248112,11.17952349481219
ASAP-0010940,3.626364455596307,3.049062043211083
ASAP-0011036,2.721435224480723,2.513669258875671
ASAP-0011039,3.957225037818381,3.409392914366029
ASAP-0011040,6.744275073806548,5.480326396422864
ASAP-0011041,1.722511242155398,1.595056297623184
ASAP-0011043,16.39230342911992,12.92943376192273
ASAP-0011044,5.265420302700805,4.300643670701899
ASAP-0011056,0.3755482633311603,0.3453152671790881
ASAP-0011042,60.03990827813197,45.91279679875061
ASAP-0011062,12.22147982138991,10.65616994860378
ASAP-0011065,91.10905188075996,84.20223636820592
ASAP-0010753,0.274906168920076,0.25130203200968226
ASAP-0011067,0.4130200915675856,0.3961833046463228
ASAP-0011031,0.0064719343314707,0.0060175964562567
ASAP-0011049,0.0147114063835362,0.0126294429886572
ASAP-0011059,0.050598372111785,0.0464564201514414
ASAP-0011034,0.0050876625623239,0.0047887162679103
ASAP-0011038,0.0119612434736488,0.0106151281921468
ASAP-0011052,0.0187067922122627,0.015965142118978
ASAP-0011124,0.0142956827697058,0.0130505293696474
ASAP-0011125,0.1296708346265366,0.0974188711200962
ASAP-0011126,4.941226391828774,4.053233973696717
ASAP-0011128,19.89031823447492,16.32636962293714
ASAP-0011129,0.0091514072574365,0.0076291357963511
ASAP-0011130,0.7403143980077448,0.6940811086892881
ASAP-0011127,0.0072499562204361,0.0067811581257632
ASAP-0011131,16.85992946904659,15.22220370389977
ASAP-0011133,0.6420949133863919,0.463343830004518
ASAP-0011135,5.557107422337903,3.518865718193315
ASAP-0011138,0.0770867590804278,0.0651583227089568
ASAP-0011139,0.169715952016797,0.1330926891334722
ASAP-0011140,0.2949253427959325,0.2434453611644508
ASAP-0011143,0.443106504299241,0.3653772008585932
ASAP-0011137,0.0065178186319139,0.0056720420411961
ASAP-0011141,0.059133744342216,0.0508457802582401
ASAP-0011165,0.1104394504626275,0.1043811472211681
ASAP-0011168,0.4979887337800257,0.4673219617367758
ASAP-0011175,0.5197813227848811,0.4844265118274803
ASAP-0011179,32.40749658305571,29.73349353640374
ASAP-0011181,0.2924510214539958,0.2707221196432175
ASAP-0011187,37.45511375448379,34.40107852775084
ASAP-0011191,15.19410978462082,13.73161482759218
ASAP-0011194,7.117132444294019,6.493920595084844
ASAP-0011200,0.9247106632236144,0.8262086303737936
ASAP-0011173,1.441400095432054,1.337595117845956
ASAP-0011185,0.0811392807794923,0.0753413920724834
ASAP-0011195,0.6372862904110933,0.5589442413210984
ASAP-0011202,1.213081109518104,1.11731409411275
ASAP-0011214,19.71680282294931,17.71707411949334
ASAP-0011216,56.02254857936741,51.52964247985899
ASAP-0011218,28.24351845997685,24.06958005899162
ASAP-0011222,27.58876462075026,25.28902397190819
ASAP-0011223,5.819997726150771,5.345953734128988
ASAP-0011224,31.58874242786443,29.5755357304691
ASAP-0011226,18.19500881268987,16.54977782392592
ASAP-0011212,3.698525029251045,3.32604537305448
ASAP-0011220,66.13341080528497,59.89070782597832
ASAP-0011225,5.473058152833963,5.014643958318339
ASAP-0011148,31.10032176426337,28.75443315953479
ASAP-0011151,79.48739693282161,73.39588873160339
ASAP-0011155,2.151820268878602,2.019333598055569
ASAP-0011160,18.33575032996958,16.91679987695901
ASAP-0011164,1.619761256788375,1.536663230860634
ASAP-0011227,75.3368416570777,68.56511567236699
ASAP-0011230,10.12045838872672,9.370492253650156
ASAP-0011231,46.09887437910681,43.39758343305876
ASAP-0011233,0.2244700971821786,0.2100906040800737
ASAP-0011157,27.76398937687472,25.31359818795038
ASAP-0011228,4.513018135955644,4.129144306476778
ASAP-0011232,1.854194088234104,1.684435254624514
ASAP-0011390,64.98906253051662,56.31610508206622
ASAP-0011398,57.78578980011235,51.22917795114924
ASAP-0011400,97.49216508400325,84.00942631732731
ASAP-0011402,67.85915831660833,46.45379353793496
ASAP-0011405,47.22852230751859,41.68688959257
ASAP-0011408,0.6933406831555109,0.6297562434635654
ASAP-0011414,1.436744413566639,1.277687687213972
ASAP-0011404,50.90167763124786,43.38869915078011
ASAP-0011412,29.33062513946715,24.83182455954239
ASAP-0011415,4.236612864596274,3.32348067257006
ASAP-0011260,10.4754094036631,9.193993591040146
ASAP-0011262,47.97574119637111,40.54363392824319
ASAP-0011268,9.259890182455822,7.937546701104906
ASAP-0011269,27.51315374661676,23.56647068366009
ASAP-0011276,63.22730237048641,56.18115755568314
ASAP-0011272,28.55269814802844,24.74490832228621
ASAP-0011280,14.55380500853972,12.5803757693713
ASAP-0011283,55.4718369996932,50.15000801632387
ASAP-0011285,7.814515572866752,7.032675595845862
ASAP-0011288,6.769743514271624,5.923734817495517
ASAP-0011292,10.25548786274158,9.473123755374642
ASAP-0011294,3.703975740517081,3.353882442346557
ASAP-0011296,53.35756366392243,47.30271663355458
ASAP-0011300,17.37080149182104,15.8838502250168
ASAP-0011304,87.68252761266133,76.17674524456736
ASAP-0011308,23.30784216515944,20.96557161676264
ASAP-0011290,2.577560520519787,2.325078219414298
ASAP-0011298,76.7874825032251,66.95912441573964
ASAP-0011306,28.38495229807236,24.78398452235884
ASAP-0011309,95.06042764667065,86.37335920582179
ASAP-0011312,10.41679944959642,9.441338100573793
ASAP-0011314,17.48073272317093,15.63436296885314
ASAP-0011318,11.44461443918117,10.56995954374018
ASAP-0011320,9.20698172677463,8.319497126663556
ASAP-0011322,86.95583608469536,76.87324050755578
ASAP-0011325,39.79475950847343,37.00131796563497
ASAP-0011329,87.1208506415757,77.82966550098573
ASAP-0011334,10.79729900242324,9.97460076124472
ASAP-0011324,1.023376365024196,0.9420531633482176
ASAP-0011332,15.35048681970216,13.45837328532251
ASAP-0011362,24.46065329859033,20.52004717485143
ASAP-0011235,5.394529993134781,4.623081525207133
ASAP-0011245,44.09783245937923,37.96343995514517
ASAP-0011246,28.18982239157856,24.25455593532066
ASAP-0011258,32.25569418667715,28.48419291010017
ASAP-0011241,15.45122594336319,12.85172836938076
ASAP-0011254,13.08225215177713,11.21186645960139
ASAP-0011364,16.88589806984652,15.50935302306124
ASAP-0011368,0.0927299890530149,0.0813778257662417
ASAP-0011379,12.1511122070541,11.1948656197405
ASAP-0011382,48.36700355438897,44.66613985957622
ASAP-0011385,80.07876880719284,74.23980175331978
ASAP-0011336,11.131067354996118,5.80805236710207
ASAP-0011338,0.31010176571779835,0.1975665783308278
ASAP-0011343,0.0371540045078432,0.0243421400307559
ASAP-0011346,0.4749369223746188,0.3498240120658753
ASAP-0011349,0.20256390195426044,0.1377876519690965
ASAP-0011358,0.5346319996735762,0.42224070362352706
ASAP-0011359,0.029051052821090148,0.0203646347388848
ASAP-0011340,61.03351230314323,38.833608875698005
ASAP-0011347,0.175860432305289,0.119735945661472
ASAP-0011502,36.60108354040558,30.09537821657225
ASAP-0011503,21.2776214213234,17.51884980149556
ASAP-0011504,91.55691150669838,72.78332454713478
ASAP-0011507,77.82275933154324,65.17755779942352
ASAP-0011512,82.64682236778927,72.2366263809553
ASAP-0011505,9.702100324901142,7.856283481251327
ASAP-0011509,9.480258386282268,7.844613802456272
ASAP-0011513,0.0249374233674154,0.0220642051603419
ASAP-0011515,23.98258923138269,12.682962769435862
ASAP-0011516,8.237127615535917,5.4597908173728555
ASAP-0011517,0.7648253394617406,0.509164868157421
ASAP-0011519,54.33129779379285,38.46957277486101
ASAP-0011518,18.526249858887095,10.646239501710891
ASAP-0011489,46.87130028031991,40.95052928462602
ASAP-0011490,70.27317812120646,60.55092007638331
ASAP-0011491,24.49019654411219,21.1238584592724
ASAP-0011493,12.06829540653094,10.69252222217538
ASAP-0011494,16.86516265027046,15.00585786587239
ASAP-0011495,22.36376829239402,19.50802727814789
ASAP-0011499,32.32577910729088,28.68895985868786
ASAP-0011501,8.219021788199722,7.25150500667641
ASAP-0011492,8.97913368505141,7.756450185769967
ASAP-0011500,31.12259996521464,27.4215845837609
ASAP-0011476,98.08679958714204,74.60781218068486
ASAP-0011477,27.57959015229098,20.86442496147652
ASAP-0011478,38.31251501130918,29.14579152727146
ASAP-0011480,7.923690705322178,6.301333057328977
ASAP-0011481,17.93880831898494,14.03529975125156
ASAP-0011482,4.621741309682823,3.653363560764707
ASAP-0011484,31.11674018145336,25.61394494296286
ASAP-0011485,0.0509563703204474,0.0457298588216614
ASAP-0011479,35.7932915628603,27.57696127427774
ASAP-0011483,0.3670874678789368,0.3085179258153856
ASAP-0011487,2.647112051916638,2.249202159411316
ASAP-0011463,20.19698377300961,17.36891558804392
ASAP-0011464,41.9521556769869,35.63810577348626
ASAP-0011465,33.55252301283628,28.65445853033036
ASAP-0011467,28.40721020665256,24.78020756183361
ASAP-0011468,16.50678782823098,14.43550762399791
ASAP-0011469,18.23018580134454,15.70267072676098
ASAP-0011471,11.26849402030987,10.10541029611629
ASAP-0011472,22.49118024625931,19.94496805806398
ASAP-0011473,9.858365627602174,8.64611759267219
ASAP-0011475,14.35409203028449,12.7910382988616
ASAP-0011466,22.45267965469256,19.20455535682499
ASAP-0011470,14.18860896679739,12.43948715063071
ASAP-0011474,21.26728891961815,18.76154766111355
ASAP-0011430,0.038921064248733,0.0351985552684219
ASAP-0011434,1.693751560585708,1.490847224411408
ASAP-0011443,11.59762662683971,10.16746913767116
ASAP-0011445,0.029069049008393,0.0269252671805138
ASAP-0011449,3.297231225023372,2.86980466993348
ASAP-0011454,55.49478113295638,49.58865860239714
ASAP-0011456,8.959436508421017,7.946645988417902
ASAP-0011458,13.87016901355789,12.21423220050542
ASAP-0011438,59.80167134445094,51.3093884753785
