lig-ID,premin-score-POSIT,docking-score-POSIT,Vina-score-premin,Vina-score-min,gnina-RMSD,gnina-dock-Affinity,gnina-Affinity-var,CNN_dock_score,CNN_dock_affinity,CNNvariance
ASAP-0010743,-6.240721702575684,-10.053062438964844,-9.165,-9.294,0.32128,-8.8675,-1.18055,0.84589,-7.1385,0.01976
ASAP-0013263,-2.6211986541748047,-10.155620574951172,-8.534,-8.545,0.47868,-9.00525,-0.64956,0.92976,-7.18599,0.04693
ASAP-0013268,-2.331757068634033,-6.291929244995117,-8.813,-9.604,0.52406,-9.96052,-1.37876,0.85402,-7.02954,0.09171
ASAP-0013404,-2.241981744766236,-7.770048141479492,-8.664,-8.654,0.3209,-9.03857,-0.6933,0.94668,-7.07041,0.2942
ASAP-0000153,-1.4695096015930176,-7.301672458648682,-7.77,-8.586,0.87413,-8.95011,0.00261,0.95427,-6.31521,0.02824
ASAP-0021170,0.0,-9.219720840454102,-8.194,-8.403,0.30213,-8.50598,-1.61949,0.93051,-7.26424,0.00304
ASAP-0015652,0.0,-6.344545364379883,-8.216,-9.104,0.73803,-9.39888,-1.69275,0.97222,-7.43767,0.16384
ASAP-0015290,0.0,-5.779413223266602,-7.194,-7.824,0.49873,-7.90654,-1.40531,0.88904,-6.84222,0.11979
ASAP-0011127,0.0,-6.928089141845703,-7.269,-8.087,0.61729,-8.71177,-1.2551,0.92189,-6.80073,0.08107
ASAP-0016846,0.0,-7.431870460510254,-9.378,-9.751,0.45263,-9.83174,-2.19725,0.66329,-7.48726,0.06606
ASAP-0014791,0.0,-6.409115791320801,-7.92,-8.166,0.32624,-8.32712,-1.42529,0.92071,-7.34282,0.12061
ASAP-0014776,0.0,-7.977830410003662,-8.807,-9.135,0.30155,-9.15803,-1.55084,0.905,-6.82686,0.07798
ASAP-0014900,0.0,-7.475044250488281,-7.993,-8.432,0.58583,-8.82103,-1.85809,0.92829,-7.60578,0.13686
ASAP-0000651,0.0,-8.276994705200195,-8.759,-9.181,0.44752,-9.25701,-1.40259,0.88004,-7.02098,0.02324
ASAP-0014780,0.0,-6.183453559875488,-7.18,-7.717,0.52502,-7.71183,-1.59516,0.81757,-6.58147,0.2533
ASAP-0022459,0.0,,-5.659,-5.653,2.22796,-7.71601,-1.90258,0.92614,-7.35861,0.08422
ASAP-0015114,0.0,-4.837613582611084,-7.873,-8.947,1.04966,-9.35287,-2.01609,0.9183,-7.77766,0.02665
ASAP-0014753,0.0,-8.16437816619873,-8.701,-8.927,0.25318,-8.93666,-1.1189,0.81349,-6.69646,0.01122
ASAP-0011485,0.0,-6.75592041015625,-8.355,-8.585,0.29169,-8.58895,-1.02463,0.58046,-6.35641,0.03595
ASAP-0022456,0.0,-4.027405738830566,-5.918,-6.145,1.18601,-7.31166,-1.51376,0.67298,-7.15747,0.1525
ASAP-0017386,0.0,-7.90838098526001,-7.947,-8.219,0.23521,-8.26674,-0.92736,0.94231,-6.68669,0.07101
ASAP-0021181,0.0,-4.695893287658691,-5.789,-6.586,1.77802,-7.65186,-1.82945,0.87655,-7.20649,0.0582
ASAP-0015105,0.0,-8.130805969238281,-8.652,-9.135,0.60574,-9.55265,-1.72966,0.96782,-7.58597,0.16113
ASAP-0008629,0.0,-7.654507637023926,-4.306,-5.232,0.67412,-7.18096,-0.88376,0.74042,-6.32312,0.21127
ASAP-0017328,0.0,-6.540946006774902,-8.268,-8.405,0.19631,-8.53222,-1.56027,0.88383,-7.54113,0.02076
ASAP-0011202,0.0,-7.398204326629639,-6.477,-6.786,1.13809,-7.7263,-1.26698,0.96314,-6.90312,0.08944
ASAP-0015099,0.0,-8.566964149475098,-8.299,-8.884,0.66146,-8.99299,-2.06779,0.90783,-7.59378,0.04103
ASAP-0014764,0.0,-7.626137733459473,-8.717,-8.895,0.37121,-8.99248,-1.2563,0.86275,-6.75995,0.04441
ASAP-0017740,0.0,-9.830829620361328,-8.833,-9.559,0.26111,-9.61753,-2.3654,0.77562,-7.65108,0.01387
ASAP-0015389,0.0,-6.553297996520996,-7.476,-8.268,0.71704,-8.40829,-2.02309,0.94546,-7.43228,0.01155
ASAP-0014970,0.0,-7.033812046051025,-7.823,-8.202,0.78246,-8.45592,-1.52131,0.96482,-7.7239,0.05157
ASAP-0000211,0.0,-6.070727348327637,-6.919,-7.422,1.00071,-7.82692,-2.69694,0.87782,-7.16513,0.14479
ASAP-0011200,0.0,-10.646490097045898,-6.972,-7.047,0.42955,-7.6667,-1.18835,0.95957,-7.11869,0.0705
ASAP-0008258,0.0,-6.843527793884277,-8.126,-8.308,0.51722,-8.47334,-1.10442,0.95584,-7.79314,0.06459
ASAP-0015229,0.0,-5.118460655212402,-7.043,-7.601,1.50585,-8.3573,-1.33376,0.93998,-7.5339,0.07586
ASAP-0017058,0.0,-6.310697078704834,-8.745,-9.109,0.31069,-9.29966,-1.22327,0.64744,-7.02783,0.12641
ASAP-0015235,0.0,-8.638407707214355,-8.139,-8.952,0.57606,-9.02324,-1.01511,0.94718,-6.76187,0.15906
ASAP-0016376,0.0,-5.452434062957764,-7.569,-8.027,0.68442,-8.28909,-1.77375,0.57142,-6.56604,0.05267
ASAP-0014762,0.0,-4.628241062164307,-8.437,-8.442,0.36413,-8.68863,-1.00494,0.81028,-6.75361,0.03595
ASAP-0020960,0.0,-10.677423477172852,-8.284,-8.473,0.37791,-8.78958,-1.67507,0.88594,-7.29324,0.00718
ASAP-0015102,0.0,-9.015756607055664,-8.526,-8.88,0.60893,-9.08602,-1.04843,0.74351,-7.30008,0.02353
ASAP-0011049,0.0,-5.460195064544678,-8.46,-8.804,0.45861,-9.13724,-1.72483,0.60372,-7.20091,0.0328
ASAP-0015090,0.0,-9.762571334838867,-8.754,-9.257,0.39025,-9.31021,-2.15722,0.92774,-7.31389,0.06921
ASAP-0015108,0.0,-5.1566243171691895,-8.857,-8.839,0.36215,-8.9804,-1.7536,0.47914,-6.80158,0.13937
ASAP-0016544,0.0,-6.425414085388184,-7.495,-8.058,0.86057,-8.52806,-1.77542,0.89103,-7.43212,0.01605
ASAP-0008595,0.0,-2.069514751434326,-5.032,-6.171,1.15484,-6.82738,-0.80006,0.62842,-5.69097,0.0475
ASAP-0014717,0.0,-6.571718215942383,-8.059,-8.674,0.40263,-8.86985,-1.0377,0.88076,-7.11803,0.08509
ASAP-0015096,0.0,-7.852298736572266,-7.87,-8.401,0.82949,-8.8392,-1.93285,0.92982,-7.59484,0.02465
ASAP-0017447,0.0,-6.5736799240112305,-7.025,-7.688,1.22504,-8.33606,-1.82994,0.91303,-7.39958,0.00756
ASAP-0010738,0.0,-5.558960914611816,-8.846,-9.587,0.46965,-9.60519,-1.91672,0.83089,-7.41941,0.03781
ASAP-0017057,0.0,-9.225361824035645,-9.614,-9.614,0.29585,-10.21122,-2.55492,0.9053,-7.8001,0.03655
ASAP-0014773,0.0,-6.5175580978393555,-8.497,-8.765,0.30347,-8.90232,-1.62943,0.8798,-6.67312,0.07102
ASAP-0015306,0.0,-9.201040267944336,-8.131,-8.507,0.46473,-8.75782,-2.01597,0.89898,-7.47933,0.01566
ASAP-0014948,0.0,-6.317117214202881,-7.74,-8.163,0.53722,-8.32971,-1.16801,0.89472,-6.89134,0.04674
ASAP-0016593,0.0,-6.425441741943359,-7.902,-8.115,0.93552,-8.49342,-2.08318,0.87733,-7.44434,0.06446
ASAP-0016974,0.0,-9.491244316101074,-6.912,-7.384,0.44933,-8.01713,-1.78028,0.89409,-6.71836,0.00827
ASAP-0000654,0.0,-6.73936653137207,-8.6,-8.94,0.22432,-9.00585,-0.22789,0.69237,-6.99407,0.0287
ASAP-0017656,0.0,-9.740194320678713,-8.89,-9.166,0.28115,-9.26424,-2.45244,0.87417,-7.44666,0.07184
ASAP-0000372,0.0,-5.744993686676025,-8.466,-8.633,0.2836,-8.60431,-1.08884,0.72796,-6.80747,0.06897
ASAP-0015906,0.0,-2.787600040435791,-8.181,-8.378,0.49096,-8.45659,-1.65433,0.65201,-7.36595,0.06182
ASAP-0014955,0.0,-7.298677444458008,-7.3,-8.072,0.76469,-8.37255,-1.79973,0.88953,-7.06335,0.06445
ASAP-0021176,0.0,-7.271805763244629,-8.028,-8.648,0.57852,-8.7379,-2.03203,0.83398,-7.55577,0.05358
ASAP-0015085,0.0,-8.713064193725586,-8.527,-9.225,0.76422,-9.87606,-2.24048,0.9602,-8.02281,0.08352
ASAP-0020966,0.0,-9.988481521606444,-8.299,-8.892,0.32901,-9.04438,-1.91267,0.8925,-7.54138,0.04134
ASAP-0017727,0.0,-8.623285293579102,-9.502,-10.008,0.53844,-10.18777,-2.51634,0.84137,-7.69793,0.12184
ASAP-0015078,0.0,-6.1193084716796875,-7.89,-8.114,0.62262,-8.29964,-1.0203,0.93234,-6.94353,0.04698
ASAP-0015514,0.0,-6.6657328605651855,-8.365,-8.688,0.64209,-8.94568,-1.51208,0.92758,-6.96108,0.10755
ASAP-0015225,0.0,-10.530220985412598,-8.513,-8.948,0.80626,-9.39491,-2.12879,0.97671,-7.88404,0.01072
ASAP-0014794,0.0,-5.276268482208252,-8.465,-8.609,0.43857,-8.77403,-1.15048,0.35419,-6.33579,0.10147
ASAP-0014750,0.0,-8.359601974487305,-8.826,-9.069,0.2804,-9.05619,-1.4681,0.84941,-6.73799,0.02874
ASAP-0013298,0.0,-9.459287643432615,-9.003,-9.348,0.44714,-9.72365,-2.13878,0.87502,-7.56431,0.02185
ASAP-0015297,0.0,-7.702513694763184,-8.026,-8.649,0.72768,-9.07315,-1.93625,0.97323,-7.81099,0.01639
ASAP-0011314,0.0,-5.619067668914795,-5.967,-6.033,0.69097,-6.86877,-0.55453,0.74802,-5.91181,0.05582
ASAP-0000821,0.0,-9.059505462646484,-7.345,-7.502,0.5651,-7.89737,-0.36292,0.90182,-6.17121,0.04786
ASAP-0029438,0.0,-9.776272773742676,-7.643,-7.889,0.27146,-8.33523,-0.58354,0.9334,-6.08036,0.06636
ASAP-0011404,0.0,-5.892960548400879,-6.238,-6.561,0.82166,-7.22662,0.07981,0.94184,-6.02078,0.22496
ASAP-0011260,0.0,-6.944751739501953,-6.639,-7.092,0.58681,-7.65087,-0.21241,0.95653,-6.26311,0.12156
ASAP-0008631,0.0,-9.024088859558104,-7.025,-7.378,0.36632,-7.72604,-0.26324,0.9782,-6.43774,0.06148
ASAP-0021629,0.0,-10.537014961242676,-8.996,-9.268,0.18918,-9.32829,-1.7115,0.92026,-7.32161,0.01757
ASAP-0000808,0.0,-7.831071853637695,-7.227,-7.316,1.06629,-7.5066,-0.48672,0.73745,-5.4747,0.12793
ASAP-0011151,0.0,-5.164637565612793,-6.394,-6.302,0.92997,-7.34339,-0.47988,0.69816,-5.49743,0.09854
ASAP-0008245,0.0,-8.053435325622559,-7.486,-7.728,0.55392,-7.9001,-0.18002,0.90026,-6.53757,0.2453
ASAP-0013313,0.0,-4.509925365447998,-7.877,-8.042,0.90311,-8.24789,-0.78428,0.3402,-6.22028,0.05834
ASAP-0000725,0.0,-8.62839126586914,-7.273,-7.532,0.51709,-7.76801,-0.69064,0.9235,-6.38044,0.13864
ASAP-0012339,0.0,-9.815202713012695,-8.786,-9.202,0.32095,-9.22817,-1.16739,0.96291,-6.96891,0.10997
ASAP-0008495,0.0,-11.666444778442385,-9.07,-9.443,0.84197,-9.623,-2.11956,0.92677,-7.68486,0.10767
ASAP-0008420,0.0,-12.031803131103516,-9.87,-10.414,0.32143,-10.58792,-1.96224,0.97998,-7.76643,0.15201
ASAP-0013270,0.0,-10.592018127441406,-9.354,-9.489,0.19445,-9.6241,-0.77447,0.96452,-6.95119,0.01443
ASAP-0029340,0.0,-10.457552909851074,-8.749,-9.248,0.30624,-9.4812,-1.9764,0.86051,-7.3396,0.08875
ASAP-0014582,0.0,-9.846783638000488,-9.138,-9.59,0.80116,-10.35439,-1.99852,0.91937,-7.57791,0.21824
ASAP-0011232,0.0,-9.032012939453123,-7.006,-7.434,0.49451,-7.91189,-0.3736,0.52042,-5.78676,0.1081
ASAP-0012422,0.0,-7.985452651977539,-6.99,-6.891,0.6077,-6.8127,-0.56093,0.40381,-5.82231,0.24097
ASAP-0008359,0.0,-10.203201293945312,-7.563,-7.808,0.4609,-8.46081,-0.72818,0.9592,-6.57894,0.03076
ASAP-0014784,0.0,-9.972182273864746,-9.427,-9.645,0.1889,-9.74419,-2.75062,0.78106,-7.67262,0.06034
ASAP-0000166,0.0,-8.368563652038574,-8.281,-8.6,0.63856,-8.97588,-1.34109,0.42433,-6.41826,0.12372
ASAP-0028819,0.0,-8.387128829956055,-7.336,-7.748,0.33906,-8.19447,-0.17995,0.97968,-6.08242,0.12356
ASAP-0027631,0.0,-8.951667785644531,-8.109,-8.713,0.45867,-8.96827,-2.35856,0.97268,-7.65428,0.11514
ASAP-0011532,0.0,-10.500532150268556,-9.423,-9.885,0.28984,-10.11288,-1.76507,0.94637,-7.50455,0.08836
ASAP-0022465,0.0,-9.04192352294922,-8.691,-9.233,0.49423,-9.44663,-1.64427,0.97862,-7.73653,0.04961
ASAP-0027733,0.0,-8.75432014465332,-8.752,-9.271,0.44827,-9.38869,-2.089,0.95974,-7.75918,0.02294
ASAP-0027990,0.0,-9.446481704711914,-9.139,-9.388,0.33547,-9.46364,-2.07777,0.88884,-7.4824,0.0303
ASAP-0027820,0.0,-8.997331619262695,-9.643,-10.349,0.36869,-10.5104,-2.07606,0.97301,-8.12745,0.05469
ASAP-0011499,0.0,-8.694472312927246,-7.733,-8.078,0.29793,-8.49103,-0.57286,0.92878,-6.39962,0.08459
ASAP-0015508,0.0,-9.989542961120604,-9.497,-9.929,0.48372,-10.20029,-1.48885,0.98224,-7.54652,0.06739
ASAP-0000578,0.0,-7.110718250274658,-7.913,-7.901,0.27087,-7.83834,-0.40481,0.59314,-5.34232,0.04948
ASAP-0000186,0.0,-4.318814277648926,-6.249,-7.103,1.09809,-7.3606,-0.45661,0.52087,-4.94401,0.0667
ASAP-0011276,0.0,-5.539687156677246,-6.827,-7.15,0.41373,-7.69546,-0.47443,0.85433,-5.74173,0.16206
ASAP-0011475,0.0,-7.548368453979492,-7.276,-7.744,0.51764,-8.34597,-0.48009,0.89065,-5.95589,0.07736
ASAP-0011137,0.0,-9.360575675964355,-8.335,-8.862,0.30728,-8.96545,-1.59395,0.93998,-7.39966,0.05298
ASAP-0000237,0.0,-5.572591781616211,-7.499,-7.569,0.35425,-7.81765,-0.33417,0.92304,-5.57559,0.09521
ASAP-0011402,0.0,-9.757052421569824,-8.727,-8.83,0.16521,-9.34094,-0.5968,0.94835,-6.77175,0.07072
ASAP-0012337,0.0,-10.375043869018556,-8.775,-9.044,0.29048,-9.1352,-1.39533,0.97405,-7.17474,0.04503
ASAP-0000656,0.0,-4.21028470993042,-5.881,-6.35,1.5406,-7.42159,-0.64683,0.67207,-5.6753,0.03579
ASAP-0008481,0.0,-10.667831420898438,-9.26,-9.743,0.87119,-9.66574,-2.29037,0.93176,-7.46237,0.10301
ASAP-0000162,0.0,-11.953805923461914,-8.64,-8.788,0.71257,-8.81285,-2.21479,0.71453,-6.83334,0.05433
ASAP-0011503,0.0,-6.720434665679932,-5.888,-6.418,0.83483,-7.04553,0.06196,0.59716,-5.584,0.09167
ASAP-0016504,0.0,-8.20153522491455,-8.416,-9.183,0.42157,-9.52782,-1.58949,0.9749,-7.3312,0.04829
ASAP-0008394,0.0,-10.456537246704102,-6.63,-6.894,0.30067,-7.20777,-0.42386,0.67981,-5.66151,0.07086
ASAP-0008502,0.0,-9.937878608703612,-7.502,-7.719,0.58394,-7.61315,-1.7807,0.44789,-6.36966,0.06509
ASAP-0011148,0.0,-8.553025245666504,-6.715,-6.946,1.51216,-8.37787,-1.01981,0.95046,-6.26053,0.07259
ASAP-0029464,0.0,-8.454833984375,-7.404,-7.678,0.44239,-8.0528,-0.7011,0.92218,-6.29897,0.03791
ASAP-0014608,0.0,-9.311474800109863,-8.755,-9.5,0.45951,-9.60727,-2.06488,0.91961,-7.4519,0.03358
ASAP-0016505,0.0,-8.936275482177734,-8.846,-9.222,0.31411,-9.60343,-2.10426,0.96633,-7.34602,0.03608
ASAP-0011347,0.0,-10.503164291381836,-9.33,-9.629,0.32238,-9.79231,-1.53474,0.95187,-7.2076,0.04347
ASAP-0029460,0.0,-7.291471004486084,-7.941,-8.01,0.32516,-8.15216,-0.40231,0.38687,-5.60405,0.05135
ASAP-0017664,0.0,-9.042804718017578,-9.606,-9.722,0.30263,-9.89537,-2.35097,0.87418,-7.83431,0.06665
ASAP-0011269,0.0,-9.079425811767578,-6.99,-7.093,0.28201,-7.65195,-0.43619,0.97522,-6.18525,0.14702
ASAP-0000710,0.0,-8.329777717590332,-6.774,-7.041,1.07539,-7.78753,-0.47947,0.98402,-6.1231,0.03104
ASAP-0011168,0.0,-10.023941040039062,-9.585,-10.06,0.30644,-10.48008,-2.08998,0.85441,-7.49256,0.11388
ASAP-0016508,0.0,-9.233126640319824,-8.742,-9.031,0.29546,-9.26831,-1.52671,0.96668,-7.06616,0.01929
ASAP-0011218,0.0,-5.394333839416504,-6.439,-6.662,0.56784,-7.21861,-0.80881,0.67476,-5.9968,0.10708
ASAP-0011364,0.0,-10.264039993286133,-7.721,-7.715,0.53305,-8.59577,-0.49188,0.92763,-6.16295,0.11536
ASAP-0015648,0.0,-8.857651710510254,-8.568,-9.063,0.41686,-9.08011,-1.50389,0.97539,-7.65913,0.09122
ASAP-0000523,0.0,-8.935317039489746,-8.178,-8.305,0.19371,-8.77066,-1.45642,0.97942,-7.23431,0.04813
ASAP-0029502,0.0,-8.414560317993164,-7.082,-7.082,0.51093,-8.04554,-0.19912,0.9614,-5.80242,0.06148
ASAP-0028932,0.0,-10.092484474182127,-9.091,-9.594,0.45314,-9.78041,-1.77436,0.78761,-7.28392,0.12901
ASAP-0008383,0.0,-9.657488822937012,-7.175,-7.256,0.36432,-7.42494,-0.2962,0.95236,-5.93297,0.18263
ASAP-0000441,0.0,-4.157977104187012,-7.206,-7.856,1.49452,-8.27906,-1.05225,0.1151,-4.83709,0.36101
ASAP-0000723,0.0,-7.574995517730713,-6.998,-7.267,0.8444,-7.60943,-0.52065,0.93288,-6.0719,0.19783
ASAP-0008411,0.0,-9.950571060180664,-9.399,-9.651,0.24978,-9.71387,-0.42688,0.96538,-6.69897,0.0377
ASAP-0028907,0.0,-9.4210205078125,-8.853,-9.112,0.40011,-9.36213,-2.53927,0.96382,-7.77112,0.05609
ASAP-0016545,0.0,-9.797137260437012,-8.891,-9.08,0.5214,-9.41076,-2.49965,0.9788,-7.89448,0.05542
ASAP-0028823,0.0,-7.31347131729126,-6.264,-6.447,1.17638,-7.31947,-0.13846,0.5587,-5.23068,0.06986
ASAP-0011349,0.0,-10.255215644836426,-9.037,-9.265,0.49668,-9.68286,-1.27609,0.96822,-7.24532,0.05363
ASAP-0000180,0.0,-5.57459831237793,-7.43,-7.547,0.28299,-7.65093,-0.00043,0.79498,-5.10539,0.14026
ASAP-0008408,0.0,-8.145880699157715,-6.752,-6.744,0.38882,-7.23225,-0.80991,0.74877,-6.20752,0.10018
ASAP-0000181,0.0,-4.54554557800293,-7.329,-7.699,0.35982,-7.7486,-0.39243,0.86877,-5.2656,0.09897
ASAP-0000436,0.0,-11.228212356567385,-9.733,-10.116,0.46478,-10.1777,-2.49523,0.93995,-7.47734,0.10367
ASAP-0000840,0.0,-9.25579071044922,-7.497,-7.651,0.4686,-7.98988,-0.43367,0.89631,-6.16289,0.07347
ASAP-0016432,0.0,-10.218754768371582,-8.864,-9.28,0.40395,-9.41201,-1.44366,0.91718,-7.35092,0.05125
ASAP-0013892,0.0,-9.728235244750977,-8.702,-9.087,0.61137,-9.493,-2.02291,0.95237,-7.69773,0.04362
ASAP-0008456,0.0,-7.657742977142334,-7.258,-7.514,0.53546,-7.62623,-1.24303,0.54289,-6.7984,0.04718
ASAP-0011290,0.0,-5.136134147644043,-5.949,-6.205,1.57924,-7.36123,-0.56621,0.57722,-5.54431,0.03557
ASAP-0029353,0.0,-8.60288143157959,-7.392,-7.765,0.48974,-8.34199,-0.15557,0.90521,-6.18317,0.03974
ASAP-0017448,0.0,-8.107817649841309,-8.479,-8.79,0.51623,-8.96853,-1.48356,0.95091,-7.57139,0.05987
ASAP-0022464,0.0,-10.22906494140625,-9.299,-9.491,0.2546,-9.597,-2.33964,0.90044,-7.77128,0.02177
ASAP-0000799,0.0,-8.964041709899902,-7.478,-7.587,0.26843,-7.61471,-0.13688,0.90579,-5.98652,0.20356
ASAP-0000832,0.0,-6.468203544616699,-6.5,-7.441,1.29509,-7.77074,-0.82229,0.73093,-5.78578,0.08394
ASAP-0029405,0.0,-4.717089653015137,-5.535,-5.603,0.87575,-6.49326,-0.77475,0.54053,-5.45292,0.10177
ASAP-0008606,0.0,-9.731712341308594,-6.561,-7.097,0.64085,-7.73352,-0.91866,0.94198,-6.32292,0.04458
ASAP-0029386,0.0,-10.089118003845217,-9.297,-9.735,0.28092,-9.89531,-2.41894,0.77692,-7.10347,0.18192
ASAP-0000235,0.0,-8.496858596801758,-7.824,-7.703,0.42203,-7.99194,-0.54718,0.59416,-5.34973,0.07234
ASAP-0011036,0.0,-9.21625518798828,-8.995,-9.122,0.24019,-9.19152,-0.40148,0.95445,-6.7358,0.11197
ASAP-0027844,0.0,-8.578874588012695,-8.37,-8.962,0.5645,-9.35702,-1.57903,0.93775,-7.32224,0.02655
ASAP-0011434,0.0,-7.50399923324585,-6.736,-7.122,1.18741,-8.13412,-0.28759,0.76508,-5.65689,0.1117
ASAP-0008404,0.0,-10.724367141723633,-7.372,-7.967,0.6091,-8.63272,-0.66821,0.92226,-6.66225,0.0277
ASAP-0021226,0.0,-11.003039360046388,-9.745,-9.861,0.28594,-10.10522,-2.46931,0.88188,-7.87284,0.06799
ASAP-0000165,0.0,-7.860043525695801,-7.177,-7.489,0.52398,-8.05152,-0.2657,0.36958,-6.55308,0.14055
ASAP-0013304,0.0,-10.944839477539062,-9.197,-9.501,0.37328,-9.86548,-1.77603,0.82538,-6.75619,0.0915
ASAP-0011430,0.0,-10.554357528686523,-8.963,-9.206,0.24246,-9.31403,-1.75884,0.96354,-7.38443,0.03564
ASAP-0022941,0.0,-10.308029174804688,-9.651,-9.885,0.43936,-10.3128,-1.40823,0.97684,-7.78128,0.02965
ASAP-0015227,0.0,-8.930461883544922,-8.937,-9.255,0.4061,-9.3795,-1.65695,0.95368,-7.82536,0.01328
ASAP-0008284,0.0,-5.750543594360352,-5.764,-6.047,1.02579,-6.99359,-0.97292,0.33662,-6.09222,0.1382
ASAP-0029303,0.0,-7.9278669357299805,-7.107,-7.086,0.5451,-7.95783,-1.01033,0.92193,-6.27293,0.03826
