lig-ID,premin-score-POSIT,docking-score-POSIT,Vina-score-premin,Vina-score-min,gnina-RMSD,gnina-dock-Affinity,gnina-Affinity-var,CNN_dock_score,CNN_dock_affinity,CNNvariance
ASAP-0014959,0.0,-8.778958320617676,-8.749,-9.111,0.33463,-9.21591,-1.88083,0.93306,-7.41635,0.0233
ASAP-0027871,0.0,-10.80841827392578,-9.068,-9.594,0.45765,-9.78181,-1.89512,0.94923,-7.50546,0.05218
ASAP-0027682,0.0,-9.829914093017578,-8.579,-8.873,0.70644,-9.62045,-0.97163,0.96099,-7.56907,0.0306
ASAP-0028818,0.0,-11.926424980163574,-8.716,-9.023,0.38216,-9.63857,-1.05813,0.95926,-7.46215,0.02482
ASAP-0000536,0.0,-6.574772357940674,-6.914,-7.159,0.37586,-7.11961,-0.12858,0.857,-5.87791,0.18228
ASAP-0015780,0.0,-10.74327564239502,-9.01,-9.22,0.28186,-9.34989,-1.54468,0.92821,-7.16745,0.02822
ASAP-0013718,0.0,-8.120771408081055,-9.404,-9.793,0.42101,-9.86714,-1.54301,0.94099,-7.33573,0.23114
ASAP-0016547,0.0,-8.777555465698242,-7.706,-7.958,0.41611,-8.76315,-1.88754,0.9701,-7.58864,0.03717
ASAP-0027985,0.0,-10.273093223571776,-8.759,-9.002,0.34302,-9.30528,-1.84205,0.9716,-7.65577,0.02732
ASAP-0029439,0.0,-7.082760810852051,-6.82,-7.14,0.43487,-7.67877,-0.05727,0.92781,-5.50621,0.09592
ASAP-0020941,0.0,-9.538284301757812,-9.54,-9.565,0.63927,-10.17779,-1.29356,0.96127,-7.26781,0.00706
ASAP-0027870,0.0,-9.065350532531738,-8.62,-9.102,0.31282,-9.20433,-2.64477,0.94376,-7.75598,0.01357
ASAP-0015669,0.0,-8.906246185302734,-9.029,-9.376,0.44997,-9.47616,-1.71218,0.95222,-7.34114,0.02783
ASAP-0013312,0.0,-8.472613334655762,-8.69,-8.96,0.80973,-9.39737,-1.13169,0.85894,-7.00278,0.01882
ASAP-0014554,0.0,-9.467236518859863,-9.651,-9.858,0.37888,-10.10449,-0.96047,0.89284,-6.95175,0.03251
ASAP-0028826,0.0,-8.896663665771484,-8.616,-8.941,0.36555,-9.24941,-1.55947,0.96883,-7.23417,0.0189
ASAP-0008635,0.0,-6.242915630340576,-5.468,-6.011,1.0757,-6.66264,-1.44023,0.1106,-5.36182,0.24811
ASAP-0011126,0.0,-8.472009658813477,-7.028,-7.433,0.53491,-7.85696,-0.50903,0.92782,-6.9502,0.16458
ASAP-0029416,0.0,-9.000387191772461,-9.472,-9.759,0.38765,-10.11017,-2.02571,0.46767,-7.14678,0.32144
ASAP-0011294,0.0,-7.789585590362549,-6.944,-7.404,0.54008,-7.98069,-0.38042,0.96573,-6.26288,0.08834
ASAP-0008373,0.0,-9.969067573547363,-7.002,-7.147,0.43029,-7.91939,-0.2367,0.98616,-6.56448,0.00941
ASAP-0000846,0.0,-7.729739665985107,-7.2,-7.397,0.39603,-7.67544,-0.4453,0.87512,-6.17432,0.04832
ASAP-0008362,0.0,-9.1154146194458,-9.293,-9.522,0.30527,-9.62487,-0.38089,0.95759,-6.95051,0.07513
ASAP-0011398,0.0,-8.327014923095703,-6.94,-7.175,0.28182,-7.53615,-0.65664,0.64863,-5.37098,0.3068
ASAP-0008588,0.0,-10.550996780395508,-6.592,-6.993,0.4235,-7.41858,-0.63966,0.7963,-5.83148,0.11509
ASAP-0027949,0.0,-7.821846961975098,-5.11,-5.11,0.52831,-7.71129,-0.26123,0.93614,-5.84304,0.04894
ASAP-0008364,0.0,-9.368241310119627,-9.811,-10.057,0.30889,-10.1761,-0.51165,0.94761,-7.07374,0.01019
ASAP-0029065,0.0,-10.428056716918944,-9.343,-9.829,0.28404,-9.97907,-2.50211,0.96663,-7.70651,0.1175
ASAP-0000240,0.0,-10.211883544921877,-9.407,-9.757,0.36153,-9.82565,-1.73509,0.96434,-7.16767,0.01595
ASAP-0011155,0.0,-6.992883205413818,-6.904,-6.996,0.90366,-7.53804,-0.32232,0.89751,-5.86089,0.12596
ASAP-0029028,0.0,-9.060070037841797,-8.79,-9.328,0.39113,-9.52529,-2.44188,0.94854,-7.7449,0.09934
ASAP-0000658,0.0,-7.82564640045166,-7.036,-7.309,0.68811,-7.56816,-0.29652,0.96612,-6.12577,0.05341
ASAP-0028814,0.0,-9.39864730834961,-8.399,-8.793,0.34703,-9.06285,-1.51857,0.95884,-7.64126,0.04697
ASAP-0027676,0.0,-8.682013511657715,-8.522,-8.984,0.40997,-9.12489,-1.9622,0.94222,-7.54933,0.02509
ASAP-0000775,0.0,-10.205466270446776,-9.273,-9.452,0.29631,-9.60102,-1.23896,0.96426,-7.50852,0.07725
ASAP-0011493,0.0,-6.420994281768799,-6.178,-6.338,0.94702,-7.44351,-0.61618,0.90583,-5.99006,0.11614
ASAP-0000210,0.0,-9.18477725982666,-7.233,-7.678,0.69813,-8.01464,-1.87133,0.26877,-5.85742,0.33539
ASAP-0010719,0.0,-5.735708713531494,-6.249,-6.537,1.16085,-7.37105,-1.09021,0.4413,-5.99276,0.13499
ASAP-0016592,0.0,-9.057196617126465,-8.589,-9.018,0.53572,-9.05103,-0.93072,0.95111,-7.06092,0.00104
ASAP-0013834,0.0,-9.890378952026367,-8.534,-8.913,0.53775,-9.29698,-1.44441,0.97875,-7.45448,0.11536
ASAP-0000439,0.0,-8.2874755859375,-9.224,-9.405,0.35907,-9.58454,-1.92952,0.66986,-7.02884,0.28551
ASAP-0012333,0.0,-7.2192606925964355,-8.733,-8.903,0.6397,-9.28011,-1.18956,0.93685,-7.00674,0.02712
ASAP-0000432,0.0,-5.685819625854492,-7.272,-7.374,0.33849,-7.78498,0.2944,0.95727,-5.99408,0.03141
ASAP-0008387,0.0,-7.541577339172363,-5.804,-6.036,0.43783,-6.40879,-0.74281,0.90037,-6.27333,0.02088
ASAP-0011518,0.0,-5.915986061096191,-6.82,-6.868,0.29565,-7.41725,-0.41618,0.59746,-5.5371,0.11573
ASAP-0011528,0.0,-10.244457244873049,-9.323,-9.478,0.30706,-9.58746,-1.60576,0.92332,-6.93164,0.02616
ASAP-0011489,0.0,-6.0962114334106445,-6.362,-6.537,0.48643,-7.08688,-0.50783,0.84233,-6.08563,0.06299
ASAP-0016101,0.0,-10.46731662750244,-8.952,-9.455,0.36377,-9.77197,-1.36832,0.95475,-7.07423,0.03591
ASAP-0027937,0.0,-9.78765106201172,-9.662,-10.147,0.52386,-10.37304,-2.16089,0.97802,-7.95744,0.12595
ASAP-0028855,0.0,-7.952310085296631,-6.006,-6.372,0.6241,-6.7761,-0.26958,0.37664,-5.31209,0.33932
ASAP-0027860,0.0,-7.890549182891846,-8.671,-8.952,0.43354,-9.22144,-1.44653,0.94118,-7.514,0.03574
ASAP-0014544,0.0,-7.331892013549805,-9.393,-9.97,0.42258,-10.23712,-2.09254,0.94058,-7.76933,0.04055
ASAP-0011529,0.0,-9.791510581970217,-9.187,-9.677,0.40422,-9.66307,-2.12732,0.91928,-7.40891,0.02087
ASAP-0027691,0.0,-9.896441459655762,-8.738,-9.092,0.51608,-9.4964,-1.26859,0.95885,-7.66178,0.02492
ASAP-0015301,0.0,-9.881185531616213,-8.83,-9.051,0.33626,-9.29,-1.99895,0.92412,-7.4082,0.0024
ASAP-0000433,0.0,-7.228424072265625,-8.434,-8.531,0.23172,-8.56817,-1.02966,0.53402,-6.09112,0.10296
ASAP-0000824,0.0,-7.246364593505859,-6.831,-7.19,0.40221,-7.20376,-0.42067,0.69706,-5.556,0.24247
ASAP-0029418,0.0,-7.295605182647705,-7.397,-7.545,0.26292,-7.60989,-0.27298,0.95173,-6.05515,0.15142
ASAP-0011233,0.0,-9.839544296264648,-8.976,-9.361,0.45258,-9.55936,-1.97901,0.95946,-7.13379,0.11763
ASAP-0011414,0.0,-9.90360164642334,-8.941,-9.367,0.37021,-9.45731,-1.58847,0.96708,-7.19591,0.07106
ASAP-0027783,0.0,-9.093694686889648,-8.809,-9.46,0.39435,-9.5275,-2.32812,0.95015,-7.69293,0.01782
ASAP-0000717,0.0,-6.440363883972168,-6.434,-6.592,0.92235,-7.25111,-0.35612,0.89312,-5.81566,0.16097
ASAP-0027802,0.0,-8.67072868347168,-8.652,-9.164,0.32742,-9.27553,-2.41109,0.94927,-7.66123,0.03459
ASAP-0013739,0.0,-6.464082717895508,-8.333,-8.685,0.47566,-8.84949,-0.52385,0.5464,-6.97532,0.05078
ASAP-0008667,0.0,-8.494182586669922,-7.957,-7.977,0.51025,-8.64176,-1.62424,0.88845,-6.67178,0.11591
ASAP-0013836,0.0,0.1552858352661132,-5.807,-6.826,0.75761,-6.63808,-1.72785,0.0607,-6.144,0.40492
ASAP-0027975,0.0,-7.954960823059082,-6.481,-6.932,0.53563,-7.6188,-0.33255,0.27546,-4.99626,0.11127
ASAP-0014745,0.0,-9.730779647827148,-9.242,-9.468,0.29766,-9.61922,-1.07456,0.94689,-7.10563,0.03102
ASAP-0028856,0.0,-6.650257587432861,-6.779,-7.103,0.48135,-7.23748,-0.08474,0.93091,-5.4114,0.11848
ASAP-0028945,0.0,-9.60103988647461,-8.892,-9.14,0.37939,-9.3899,-2.26421,0.96909,-7.81187,0.04371
ASAP-0016845,0.0,-9.51808261871338,-8.819,-9.267,0.42895,-9.39152,-1.9598,0.90666,-7.72719,0.04759
ASAP-0008661,0.0,-9.64101219177246,-9.685,-9.815,0.172,-10.03815,-0.28683,0.8592,-6.70245,0.13738
ASAP-0000574,0.0,-8.64555549621582,-8.031,-8.137,0.45739,-8.34307,-0.52519,0.94852,-6.10661,0.12415
ASAP-0027562,0.0,-10.166167259216309,-8.792,-9.185,0.32104,-9.37514,-1.91696,0.96035,-7.72564,0.02578
ASAP-0028868,0.0,-10.81901741027832,-8.636,-8.821,0.38173,-9.18212,-1.57023,0.9728,-7.6217,0.03034
ASAP-0014956,0.0,-9.158876419067385,-8.921,-9.15,0.34196,-9.44267,-1.32571,0.90919,-7.43246,0.02391
ASAP-0016440,0.0,-7.461270332336426,-7.678,-7.702,0.59166,-8.69195,-1.6859,0.57759,-7.04973,0.10759
ASAP-0011445,0.0,-9.960771560668944,-9.099,-9.562,0.9568,-10.15014,-1.28367,0.9563,-7.13545,0.06623
ASAP-0014632,0.0,-10.071768760681152,-9.202,-9.482,0.30104,-9.58417,-1.24417,0.96644,-7.49728,0.02812
ASAP-0028804,0.0,-4.327038764953613,-5.518,-6.361,0.8609,-6.96077,-0.01204,0.49904,-4.57764,0.07913
ASAP-0029363,0.0,-8.587353706359863,-7.153,-7.554,0.64426,-8.11687,-0.49382,0.96552,-6.38575,0.17282
ASAP-0016438,0.0,-6.461368083953857,-6.286,-6.489,0.43943,-6.81029,-0.47787,0.24673,-4.77638,0.24775
ASAP-0000225,0.0,-5.837008953094482,-7.532,-7.625,0.2612,-7.64667,-1.67265,0.03149,-6.01447,0.4121
ASAP-0021184,0.0,-10.620399475097656,-9.385,-9.869,0.34827,-10.04661,-1.83067,0.98121,-7.77689,0.1723
ASAP-0028936,0.0,-8.283127784729004,-8.785,-9.131,0.42433,-9.27536,-2.57832,0.95846,-7.81697,0.04961
ASAP-0008393,0.0,-10.377241134643556,-6.7,-6.891,0.29465,-7.17269,-0.9139,0.54948,-5.76399,0.17048
ASAP-0011212,0.0,-9.109572410583496,-8.151,-8.427,0.51366,-8.65261,-0.17265,0.97084,-6.37658,0.11625
ASAP-0027939,0.0,-8.479120254516602,-8.712,-9.291,0.47007,-9.37988,-2.15292,0.95353,-7.79544,0.02618
ASAP-0000514,0.0,-6.094168663024902,-5.282,-5.738,0.97505,-6.43643,-0.46121,0.57955,-5.6243,0.17298
ASAP-0029465,0.0,-8.643388748168945,-7.184,-7.32,0.31221,-7.70789,-0.96234,0.86486,-6.14655,0.07315
ASAP-0014612,0.0,-8.817501068115234,-8.802,-9.308,1.06832,-9.89867,-1.75916,0.97915,-7.90884,0.16333
ASAP-0015646,0.0,-10.172390937805176,-9.018,-9.224,0.36775,-9.43836,-2.33221,0.94017,-7.79405,0.04127
ASAP-0023193,0.0,-9.455711364746094,-9.096,-9.462,0.28819,-9.91412,-2.36896,0.95778,-7.39624,0.03338
ASAP-0000774,0.0,-9.415807723999023,-8.617,-8.988,0.60107,-9.25969,-1.08464,0.94228,-7.44152,0.02378
ASAP-0029423,0.0,-8.19346809387207,-7.462,-7.537,0.46888,-7.77457,-0.29505,0.94668,-5.83362,0.0985
ASAP-0014619,0.0,-8.323966979980469,-9.097,-9.758,0.5072,-9.8088,-1.82552,0.93604,-7.14922,0.04491
ASAP-0027818,0.0,-9.24476432800293,-8.725,-9.054,0.36147,-9.21291,-1.80471,0.96263,-7.63056,0.02283
ASAP-0008603,0.0,-8.871358871459961,-8.051,-8.167,0.46957,-8.94348,-0.89818,0.95505,-6.41595,0.03212
ASAP-0029413,0.0,-6.960074424743652,-6.347,-6.766,0.75051,-7.23024,-0.30307,0.90953,-6.30084,0.15109
ASAP-0008627,0.0,-8.09666633605957,-6.358,-6.63,1.03235,-7.48273,-0.32377,0.91024,-6.10648,0.08177
ASAP-0010757,0.0,-11.412135124206545,-9.465,-10.072,0.38259,-10.16438,-1.07825,0.97137,-6.98718,0.02915
ASAP-0015376,0.0,-7.905426025390625,-9.069,-9.304,0.48106,-9.39813,-1.37001,0.92624,-7.1899,0.04632
ASAP-0000273,0.0,-3.961312770843506,-7.012,-7.431,0.38348,-7.51172,-0.31912,0.89482,-5.50399,0.09463
ASAP-0008285,0.0,-7.9153571128845215,-6.34,-6.645,0.85086,-7.28804,-0.64581,0.39698,-6.13362,0.13321
ASAP-0016511,0.0,-9.11965560913086,-9.265,-9.697,0.37442,-9.77869,-0.78384,0.95833,-6.93591,0.05727
ASAP-0027675,0.0,-9.39372444152832,-8.543,-9.012,0.41187,-9.10968,-1.6233,0.95597,-7.60446,0.03719
ASAP-0008488,0.0,-9.456819534301758,-6.899,-6.998,0.97476,-7.78637,-0.92858,0.6999,-6.24253,0.02894
ASAP-0010755,0.0,-10.743709564208984,-9.656,-9.656,0.38508,-10.1642,-0.86905,0.97968,-7.04648,0.03024
ASAP-0029484,0.0,-7.753666877746582,-8.542,-8.905,0.34327,-9.01824,-2.54854,0.93316,-7.67378,0.03596
ASAP-0011533,0.0,-8.627301216125488,-6.228,-6.786,0.51301,-7.15501,-0.22689,0.67616,-5.66609,0.1115
ASAP-0021223,0.0,-9.868508338928224,-8.613,-9.07,0.35493,-9.28234,-1.45142,0.97991,-7.61644,0.02129
ASAP-0014572,0.0,-9.072880744934082,-9.276,-9.724,0.42849,-9.95001,-2.4874,0.90419,-7.71525,0.0155
ASAP-0011340,0.0,-7.978815078735352,-8.3,-8.557,0.32188,-8.80313,-0.41284,0.98082,-6.4208,0.09557
ASAP-0011222,0.0,-8.501053810119629,-7.345,-8.007,0.67034,-8.42354,-0.55595,0.8925,-6.45523,0.04851
ASAP-0020888,0.0,-10.243124961853027,-8.759,-9.067,0.32928,-9.20722,-2.34853,0.97053,-7.73306,0.09962
ASAP-0011443,0.0,-7.644763946533203,-6.548,-6.919,0.41659,-7.31152,-0.54538,0.24424,-5.36798,0.21162
ASAP-0015385,0.0,-9.56383991241455,-9.186,-9.386,0.4102,-9.54383,-1.52368,0.9566,-7.32461,0.04811
ASAP-0010711,0.0,-6.8085479736328125,-7.589,-7.812,0.90583,-8.46065,-0.82679,0.87167,-6.71764,0.0339
ASAP-0011225,0.0,-4.898200988769531,-6.192,-6.218,0.39998,-6.7503,-0.45023,0.63211,-5.63604,0.05415
ASAP-0027737,0.0,-9.547794342041016,-8.643,-9.158,0.65358,-9.44927,-2.52751,0.9556,-7.61437,0.02453
ASAP-0011140,0.0,-8.706449508666992,-8.656,-8.955,0.32121,-9.04152,-1.96003,0.96798,-7.31521,0.06617
ASAP-0013889,0.0,-9.664039611816406,-8.348,-8.405,0.64788,-8.51389,-1.07061,0.80984,-7.00411,0.22891
ASAP-0015656,0.0,-10.725942611694336,-9.682,-10.173,0.76651,-10.52915,-1.5325,0.94008,-7.30496,0.10589
ASAP-0027945,0.0,-9.27100944519043,-8.607,-9.021,0.44527,-9.37525,-2.22303,0.97213,-7.7054,0.07426
ASAP-0000713,0.0,-7.631676197052002,-6.865,-6.968,0.56313,-7.26863,-0.60204,0.97517,-6.05933,0.01032
ASAP-0011135,0.0,-9.333343505859377,-8.428,-9.051,0.28438,-9.59079,-0.33664,0.96663,-6.67105,0.07676
ASAP-0014769,0.0,-9.05699634552002,-9.181,-9.584,0.35442,-9.66417,-1.48708,0.92627,-7.04424,0.04075
ASAP-0008368,0.0,-6.698858737945557,-6.671,-7.477,0.94645,-8.27582,-0.3304,0.97271,-6.05828,0.09306
ASAP-0011194,0.0,-6.033200263977051,-5.863,-6.042,1.09291,-7.20025,-0.57075,0.87049,-5.96985,0.03223
ASAP-0022997,0.0,-9.52079963684082,-9.335,-9.943,0.44392,-10.17488,-2.05597,0.97066,-7.62309,0.11551
ASAP-0010724,0.0,-8.164860725402832,-7.354,-7.71,0.41669,-8.12673,-1.27013,0.60027,-6.3539,0.05269
ASAP-0022467,0.0,-8.885744094848633,-7.863,-8.444,0.45443,-8.79824,-2.06463,0.9697,-7.77045,0.09402
ASAP-0008605,0.0,-9.930537223815918,-6.8,-6.8,0.66995,-7.88263,-0.79692,0.77884,-5.90575,0.03693
ASAP-0015521,0.0,-10.941100120544434,-9.033,-9.281,0.36208,-9.48254,-1.68488,0.94477,-7.71212,0.00578
ASAP-0015517,0.0,-10.557680130004885,-9.128,-9.259,0.27375,-9.45511,-2.07713,0.91849,-7.34153,0.02194
ASAP-0008636,0.0,-10.160819053649902,-7.556,-7.78,0.39966,-8.39903,-1.07606,0.94459,-6.86812,0.03539
ASAP-0000807,0.0,-8.460428237915039,-8.791,-8.933,0.37755,-9.21562,-1.52525,0.95259,-6.77913,0.01417
ASAP-0011164,0.0,-8.65019702911377,-5.387,-5.387,0.40157,-8.19572,-0.12474,0.95092,-6.22012,0.07818
ASAP-0017056,0.0,-9.660165786743164,-8.728,-9.143,0.41583,-9.40939,-2.23649,0.91778,-7.807,0.01665
ASAP-0000518,0.0,-7.464486122131348,-6.003,-6.056,0.24193,-6.30555,-0.78084,0.50898,-5.81548,0.1646
ASAP-0014212,0.0,-8.960018157958984,-9.225,-9.423,0.27508,-9.41481,-0.88271,0.94981,-7.01108,0.034
ASAP-0008625,0.0,-8.578583717346191,-6.258,-6.442,0.69537,-6.68051,-0.15765,0.66735,-5.07717,0.06864
ASAP-0027795,0.0,-8.361416816711426,-8.468,-9.126,0.43117,-9.23279,-2.08718,0.9066,-7.56959,0.06722
ASAP-0010712,0.0,-6.830695152282715,-6.953,-7.066,0.77635,-7.34352,-0.37712,0.07766,-5.20239,0.16247
ASAP-0011067,0.0,-6.25520133972168,-7.873,-8.147,0.42544,-8.16432,-0.44877,0.43196,-5.64428,0.07591
ASAP-0013274,0.0,-10.210345268249512,-9.514,-9.724,0.2833,-9.89417,-1.51904,0.94374,-7.17154,0.04142
ASAP-0011320,0.0,-3.8289153575897217,-6.008,-6.116,1.49084,-6.93936,-0.39607,0.27141,-5.46594,0.12098
ASAP-0016541,0.0,-10.134294509887695,-8.874,-9.199,0.50179,-9.3777,-1.50681,0.96705,-7.60127,0.0304
ASAP-0013297,0.0,-9.844256401062012,-9.62,-9.814,0.55419,-10.11689,-1.04433,0.94214,-7.39473,0.02912
ASAP-0000529,0.0,-3.3662078380584717,-7.503,-7.455,0.37482,-7.53388,-0.94704,0.09661,-4.6881,0.21608
ASAP-0011467,0.0,-10.41165828704834,-8.085,-7.876,0.66744,-8.98193,-0.59853,0.94191,-6.21658,0.17412
ASAP-0016838,0.0,-8.838179588317871,-9.312,-9.652,0.328,-9.73674,-0.39484,0.90511,-7.12471,0.06198
ASAP-0000811,0.0,-8.070308685302734,-7.1,-7.273,0.72143,-7.56638,-0.88828,0.19633,-5.11949,0.24248
ASAP-0020885,0.0,-9.8524169921875,-9.248,-9.603,0.49581,-9.7994,-2.37776,0.98081,-7.96036,0.10008
ASAP-0000216,0.0,-10.039595603942873,-8.348,-8.379,1.11847,-8.31777,-2.62674,0.49929,-6.52268,0.09685
ASAP-0011292,0.0,-5.051763534545898,-5.982,-6.069,0.62089,-6.66108,-0.53056,0.64362,-5.72453,0.05997
ASAP-0029447,0.0,-3.1978063583374023,-5.726,-6.796,0.74251,-7.20378,-0.62765,0.5174,-5.53462,0.06565
ASAP-0011179,0.0,-8.783323287963867,-7.486,-7.616,0.23883,-7.72784,-0.50845,0.89763,-5.95381,0.09619
ASAP-0013249,0.0,-13.237197875976562,-8.906,-9.247,0.62587,-10.11483,-1.19524,0.9497,-7.59313,0.06006
ASAP-0000144,0.0,-4.854590892791748,-6.285,-6.688,1.6264,-7.648,-1.78214,0.51531,-6.17222,0.09601
ASAP-0011482,0.0,-4.861902236938477,-6.248,-6.509,0.43676,-6.98675,-0.80604,0.85089,-6.07301,0.08692
ASAP-0015904,0.0,-8.854944229125977,-9.629,-10.067,0.31511,-10.365,-1.467,0.97205,-7.84061,0.07313
ASAP-0027848,0.0,-8.298770904541016,-8.635,-9.074,0.50181,-9.41392,-2.40562,0.95785,-7.59673,0.06123
ASAP-0011465,0.0,-4.118628025054932,-6.544,-6.938,0.87664,-7.5425,-0.73553,0.46944,-5.92956,0.03431
ASAP-0010725,0.0,-8.005720138549805,-8.565,-8.842,0.60793,-9.17625,-2.61504,0.90462,-7.10256,0.11376
ASAP-0011477,0.0,-8.479074478149414,-7.173,-7.59,0.41313,-8.07878,-0.52084,0.6453,-5.97647,0.15393
ASAP-0011318,0.0,-7.902672290802002,-6.522,-6.672,0.62325,-6.89729,-0.38875,0.92727,-5.94693,0.13016
ASAP-0011185,0.0,-8.537345886230469,-8.943,-9.257,0.39925,-9.38569,-1.75724,0.91489,-7.13541,0.02579
ASAP-0023195,0.0,-9.73291301727295,-8.965,-9.142,0.4089,-9.39165,-1.78876,0.94634,-7.3291,0.01633
ASAP-0027976,0.0,-8.112929344177246,-5.978,-6.446,0.68806,-6.94268,-0.21373,0.67522,-5.20834,0.08994
ASAP-0013261,0.0,-9.596755027770996,-9.066,-9.246,0.4033,-9.54683,-0.80519,0.92197,-7.02612,0.00573
ASAP-0011379,0.0,-10.460338592529297,-7.543,-7.675,0.49606,-8.26108,-0.9892,0.96545,-6.80937,0.04367
ASAP-0015666,0.0,-8.86209487915039,-9.09,-9.44,0.49637,-9.50503,-1.7347,0.96863,-7.43383,0.08105
ASAP-0014963,0.0,-9.783941268920898,-8.507,-9.161,0.39725,-9.29356,-1.22314,0.97741,-7.49209,0.05088
ASAP-0011187,0.0,-3.2853782176971436,-5.807,-5.789,1.37266,-6.77146,-0.39875,0.36647,-5.46727,0.06364
ASAP-0013306,0.0,-10.668115615844728,-9.421,-9.696,0.28695,-9.72807,-1.24886,0.95715,-7.20357,0.00727
ASAP-0011454,0.0,-6.293436050415039,-6.654,-6.647,0.19942,-7.01808,-0.41009,0.77311,-5.56348,0.07119
ASAP-0011483,0.0,-9.768911361694336,-8.936,-9.448,0.36416,-9.52318,-1.1922,0.96029,-7.1125,0.03492
ASAP-0028815,0.0,-7.148576259613037,-6.107,-6.107,0.76762,-6.9508,-0.25672,0.35819,-4.90233,0.08386
ASAP-0010756,0.0,-5.837562561035156,-8.227,-8.461,0.60053,-8.50961,-1.15889,0.75702,-6.29548,0.03854
ASAP-0011062,0.0,-7.34028434753418,-8.138,-8.544,0.40627,-9.01766,-1.82562,0.74211,-6.88958,0.07458
ASAP-0017239,0.0,-10.5652437210083,-9.342,-9.622,0.30641,-9.71625,-1.88996,0.94652,-7.90491,0.02546
ASAP-0011474,0.0,-5.339080810546875,-5.869,-5.976,1.81932,-7.41585,-1.49184,0.5561,-6.00915,0.12658
ASAP-0023457,0.0,-9.785653114318848,-9.125,-9.455,0.38056,-9.72023,-2.60198,0.97308,-7.85747,0.09733
ASAP-0011470,0.0,-7.516109466552734,-4.979,-4.979,1.61507,-8.27144,-0.70357,0.84209,-6.43819,0.05194
ASAP-0011480,0.0,-8.850848197937012,-6.868,-6.967,0.40377,-7.54442,-1.15854,0.93135,-6.51576,0.04103
ASAP-0021090,0.0,-9.63892936706543,-9.262,-9.867,0.44674,-9.93984,-1.91156,0.97088,-7.57148,0.0811
ASAP-0000516,0.0,-7.875072479248047,-6.385,-6.325,0.37195,-6.92522,-0.98796,0.73482,-6.14168,0.10245
ASAP-0000729,0.0,-6.209939956665039,-6.425,-6.629,1.51957,-7.71007,-0.57223,0.8426,-5.63029,0.04184
ASAP-0027688,0.0,-9.014168739318848,-8.381,-9.123,0.50807,-9.37897,-1.01122,0.93703,-7.43379,0.04335
ASAP-0000218,0.0,-5.636225700378418,-6.808,-7.449,0.93188,-7.77445,-2.50763,0.07546,-5.98463,0.26804
ASAP-0011157,0.0,-8.490497589111328,-7.161,-7.405,0.40863,-8.02519,-0.22745,0.96159,-5.98066,0.05081
ASAP-0000652,0.0,-9.355103492736816,-9.033,-9.277,0.33346,-9.37263,-1.29169,0.95705,-7.20376,0.09216
ASAP-0008388,0.0,-6.986179351806641,-5.081,-5.081,0.83555,-8.30214,-0.36494,0.86064,-6.06673,0.02943
ASAP-0028872,0.0,-7.193544387817383,-5.117,-5.117,0.30694,-7.45676,-0.05786,0.95126,-5.46482,0.07259
ASAP-0027685,0.0,-9.584368705749512,-8.906,-9.253,0.35121,-9.35073,-1.81118,0.93971,-7.70648,0.01591
ASAP-0011042,0.0,-10.603415489196776,-7.349,-7.595,0.40215,-8.00835,-1.41231,0.94094,-7.51319,0.10384
ASAP-0011476,0.0,-5.482215881347656,-7.261,-7.243,0.76803,-7.47286,-0.63297,0.38836,-5.67626,0.11451
ASAP-0008501,0.0,-7.468916416168213,-7.222,-7.693,0.76881,-8.50712,-0.8737,0.90329,-6.50784,0.05604
ASAP-0017370,0.0,-9.308073043823242,-8.324,-8.543,0.26413,-8.68039,-1.6067,0.97029,-7.50617,0.01458
ASAP-0027684,0.0,-8.006153106689453,-8.419,-9.029,0.70652,-9.30314,-2.49101,0.97122,-7.71722,0.01901
ASAP-0029444,0.0,-7.256258010864258,-6.732,-7.136,0.56079,-7.74817,-0.51515,0.90462,-6.00947,0.06668
ASAP-0011235,0.0,-8.803831100463867,-6.915,-6.895,0.6219,-7.82926,-0.29503,0.89629,-5.96873,0.187
ASAP-0027969,0.0,-6.668438911437988,-4.702,-4.709,0.58676,-7.2675,-0.11728,0.90692,-5.66376,0.04821
ASAP-0027831,0.0,-9.333223342895508,-8.497,-8.847,0.40493,-9.17891,-2.41761,0.95259,-7.60393,0.03249
ASAP-0028028,0.0,-9.508448600769045,-8.558,-9.073,0.36647,-9.31859,-2.24963,0.96846,-7.63228,0.01785
ASAP-0027687,0.0,-8.732574462890625,-8.349,-9.025,0.44438,-9.22378,-1.90726,0.97318,-7.68806,0.02928
ASAP-0011676,0.0,-5.9030022621154785,-7.178,-7.877,1.12944,-8.88421,-1.88234,0.57636,-7.34226,0.09274
ASAP-0011173,0.0,-9.692635536193848,-5.68,-5.68,0.30013,-8.04307,-0.3368,0.93146,-5.84588,0.05009
ASAP-0000657,0.0,-5.735651016235352,-6.064,-6.503,1.41936,-6.77004,-0.55567,0.54168,-5.60125,0.16968
ASAP-0029298,0.0,-9.13088321685791,-9.109,-9.661,0.69489,-9.91359,-2.06071,0.88503,-7.67523,0.0478
ASAP-0017647,0.0,-8.520244598388672,-9.492,-10.391,0.52084,-10.59703,-2.36231,0.97501,-8.11585,0.09257
ASAP-0029400,0.0,-6.832465171813965,-6.603,-6.981,0.55907,-7.44608,-0.26362,0.94289,-5.86445,0.02243
