lig-ID,IC50 (µM),IC50 lower (µM),Minh pIC50
ASAP-0000733,1.0797455675058423,0.26453674824532825,6.689663093084912
ASAP-0000734,16.18589088478079,3.074857146819653,5.347802654640291
ASAP-0000738,6.671673630371052,0.5701782851452044,5.976535569743103
ASAP-0000773,27.75245363115404,3.636424258673162,5.083006208158694
ASAP-0000774,6.187978367850986,0.0795197707297272,5.884512871607241
ASAP-0000775,6.940899968848646,0.4581996097110074,6.02201068097602
ASAP-0000801,24.21988323301899,4.993644900107176,5.251825118884328
ASAP-0008259,2.290741414632776,0.7271803662933091,6.342377827068493
ASAP-0008258,1.757276359932072,0.506677661767597,6.386706968838141
ASAP-0000492,70.87971273475328,62.24940497367495,4.249734808449512
ASAP-0008314,10.10169962989631,2.781810959012491,5.685961735176766
ASAP-0008285,21.567764980597,17.61971882631802,4.862673361327185
ASAP-0008315,12.53538944018845,10.66563280722311,5.045058393213247
ASAP-0008330,19.59773689596539,3.289733733871232,5.419796937323589
ASAP-0008331,92.85175339826624,4.818004468536818,4.249438863769797
ASAP-0008364,25.0156681221585,5.853720713623474,5.160498592723452
ASAP-0008359,10.00507836323099,2.549880133964445,5.688399436953611
ASAP-0008373,21.3922236197167,4.223588409526791,5.260492843259291
ASAP-0008374,10.00431458767136,1.76257919860429,5.723026558978339
ASAP-0008452,19.54061526756005,4.123705092254912,5.420741476180775
ASAP-0008427,22.72294894362991,19.31551721876959,4.492327639125776
ASAP-0008466,48.61324056291662,19.65965816593994,4.771446071497691
ASAP-0008439,46.05179929845366,16.20730948664228,4.791565097307371
ASAP-0008433,39.18725403358073,11.86426268677142,5.041306663946754
ASAP-0008451,10.97535690126558,2.725208494881059,5.685565762219336
ASAP-0008442,28.2657474365741,8.215137017669969,5.11687469966021
ASAP-0008392,40.96158487189042,12.35223002782763,4.940562974220611
ASAP-0008411,18.89560869724079,3.859253025510339,5.395869211973844
ASAP-0008404,31.23126804508263,8.829728626331104,5.045898274671295
ASAP-0008405,22.99720444493159,6.656246406100228,5.201851922573241
ASAP-0008388,24.59808935337508,5.201838451810135,5.355891816211412
ASAP-0008420,9.419175163331706,2.304832656137349,5.684403701205973
ASAP-0008409,38.64773525918952,15.89232984966174,4.892455869213461
ASAP-0008408,36.4704484117199,4.032316890343028,5.020860046381727
ASAP-0008493,95.01996677740703,49.66662333347826,4.451046608025636
ASAP-0008401,12.08419427969196,2.352110918952126,5.886771489643308
ASAP-0008393,18.21317540828274,3.201674211024149,5.361426719460722
ASAP-0008475,58.48723249646023,15.09269740148141,5.014838585666039
ASAP-0008479,3.232927288975012,0.5341015294533364,6.199520436826096
ASAP-0008488,15.74517552024253,2.923763495518161,5.547602162929224
ASAP-0008492,90.17013162985997,44.76810441230698,4.477489077924626
ASAP-0008489,5.961382553396034,0.9758119851930624,5.915060905120028
ASAP-0008502,5.354860525795663,0.6005211112359381,6.197022008664516
ASAP-0008595,19.85672063673899,3.947637941095923,5.38212260303952
ASAP-0008599,64.67677045344314,27.27677411740963,4.615185324831755
ASAP-0008606,21.75423088071151,4.936005809052643,5.242436597189318
ASAP-0008588,94.27518427297072,43.92591636497619,4.482379967029982
ASAP-0008605,30.31063127353885,10.94676439788381,5.019775846807508
ASAP-0008609,79.7104238133093,28.68765213704069,4.65090258226591
ASAP-0008642,15.14803107048958,3.643092755018199,5.360333464262043
ASAP-0008627,37.52313771572892,16.66224420410033,4.813908218782621
ASAP-0008634,24.03183958144535,6.740976087646009,5.142703033297456
ASAP-0008631,41.12818477488165,11.43732424338972,4.924488705835219
ASAP-0008629,13.53361714440286,2.64467725152183,5.590029955865631
ASAP-0008636,78.4619550761424,32.19614030533732,4.721086706200126
ASAP-0008653,9.605288306083116,2.398529897539634,5.669683858048402
ASAP-0008661,53.04510529719984,23.59609879738801,4.726711715131792
ASAP-0008667,94.82993792031296,47.03517609811868,4.521385739204037
ASAP-0008669,19.16606717423352,3.085067134152429,5.516080935444843
ASAP-0008671,33.32255879509758,8.324280682772107,5.107694776437287
ASAP-0008675,13.5510113840931,3.204474317327016,5.479162420012606
ASAP-0008639,17.13249281715896,2.753550053779132,5.503059976396415
ASAP-0008665,7.719828719508316,1.511003418377063,5.960107932679362
ASAP-0008672,11.79120705991409,2.481680148981296,5.683813695967963
ASAP-0008681,32.41554834448873,12.92503293892271,4.952774605690152
ASAP-0010714,21.069362125058294,3.8388694315011653,5.404738295895132
ASAP-0010736,16.100270808630906,2.833216862475143,5.424842906100265
ASAP-0010734,14.097227112537794,1.5287454238084628,5.89023935402407
ASAP-0010726,42.962974571073,26.05428450766862,5.089127966460396
ASAP-0010711,9.984634109682428,2.0635143021100335,5.729779387395922
ASAP-0010725,23.22185475666185,4.387055184674231,5.276257342997946
ASAP-0010712,13.680759206990142,2.2281242863358424,5.654363129946583
ASAP-0010722,24.81030557995982,6.689500051199392,5.056457727807626
ASAP-0010719,10.181463522230459,8.400716373981924,4.443748618651743
ASAP-0010721,34.00568362186614,26.295753995714584,4.793045007313315
ASAP-0010724,35.50095838020476,30.94153467657455,4.765073935292728
ASAP-0010742,24.38332699389362,6.068301691916357,5.416061997468941
ASAP-0010743,0.5056551503832636,0.23266546120020568,6.882435734534202
ASAP-0010746,45.2566077340764,13.85027819486979,4.937388587783187
ASAP-0010750,17.4352780342943,4.549490389563792,5.412502032676246
ASAP-0010752,0.9496951715643484,0.2700291235787386,6.692752606001235
ASAP-0010754,31.11904892534777,18.40001568097169,4.751171912194928
ASAP-0010753,38.35199130543419,30.970221991616825,4.667264055402387
ASAP-0010757,15.25670651437836,4.793773279510455,5.289954269681153
ASAP-0010740,19.39515124129779,3.6647115963890373,5.491468737123757
ASAP-0010738,6.83046793790282,1.796612678673363,5.922430433230144
ASAP-0011031,0.6980620540193712,0.27154346279026764,6.756612435440468
ASAP-0011017,6.598268847165441,2.732670700787822,5.579700810977354
ASAP-0010940,44.9872902146171,18.03100045883197,4.755792258626276
ASAP-0011034,0.7974074223136971,0.21363587747519147,6.789558464888093
ASAP-0011040,20.51676698061919,3.572508070006524,5.415618717801175
ASAP-0011041,1.28065019311882,1.020719980106292,6.228447739872904
ASAP-0011043,25.97887766577371,10.34827064803877,5.05361416820326
ASAP-0011044,10.20257923420726,2.155055180426919,5.679610652449338
ASAP-0011049,0.8424659753014164,0.21337361211328043,6.785348752871977
ASAP-0011056,22.74432811230201,4.752541409054968,5.229932714692312
ASAP-0011038,2.341496096189036,0.47397242247582017,6.240736563566159
ASAP-0011052,1.4506603915362817,0.3365596052916826,6.473353906101614
ASAP-0011059,6.574972192326073,0.8114085683210008,5.961863557779771
ASAP-0011067,27.34205607645178,5.511770222671319,5.244496925228495
ASAP-0011124,0.6340259622818576,0.1569157535843588,6.798455515105304
ASAP-0011129,1.85353421128092,0.3022425782322838,6.44357377790511
ASAP-0011130,54.6895413306974,49.23042701346896,4.45113374230625
ASAP-0011127,7.558832948498395,0.4507490969133336,5.876099243563394
ASAP-0011133,16.65395045238432,2.923315419117725,5.120361310620285
ASAP-0011138,6.234499519789772,0.5588688171373419,5.957566640143252
ASAP-0011139,16.70153738659145,2.347821507843046,5.578666514964609
ASAP-0011140,14.01060421653448,2.659025163435536,5.444909235835552
ASAP-0011137,0.9212212582179364,0.2072335364845665,6.793911725761973
ASAP-0011141,2.5627488070873334,0.541118441602367,6.161402813809399
ASAP-0011200,9.012251584599442,5.405575344616531e-07,5.98832818519467
ASAP-0011202,9.624430580875464,3.3292230272484023e-18,5.64962392885452
ASAP-0011368,9.79302876670266,0.000425300535908,5.764073514531724
ASAP-0011343,2.497727113012991,1.062397370355642,6.289613065303532
ASAP-0011347,10.01311635458775,6.732690932104355e-79,5.599568468596968
ASAP-0011359,2.213241142203112,0.532415907662862,6.399780500557377
ASAP-0011430,13.76972031205695,1.452520619277244,5.595157181423296
ASAP-0011445,1.301045643260091,0.2982951706986854,6.516241402285071
ASAP-0011485,2.351296285209119,0.6897052729151536,6.329676485308521
ASAP-0011513,1.573877434319688,0.3419985848148003,6.424123602107094
ASAP-0012331,7.948420534925722,0.0682486683055074,5.860189648715035
ASAP-0012333,7.698321420061429,0.3003715906453482,5.982486947064939
ASAP-0012335,5.841475420899921,0.285912542163429,6.040062450972383
ASAP-0012339,9.083693234218266,9.165841548655863e-10,5.948996530253385
ASAP-0012337,2.570048844808499,2.87949975156551e-80,6.21905133911695
ASAP-0013265,1.203565890166171,0.3196613818121664,6.529849936453652
ASAP-0013266,2.144711026400168,0.5892707114577059,6.389020651800808
ASAP-0013272,2.405729921727059,0.6155083973486425,6.399282499279065
ASAP-0013263,2.612888082989847,1.4223500718445e-05,5.979814413242989
ASAP-0013264,2.286372176397013,0.7396441412455034,6.347545162069024
ASAP-0013267,5.447201289856421,0.3811646873104982,5.890395386411718
ASAP-0013273,0.8822513769352073,0.1784362769978936,6.82240811506036
ASAP-0013274,1.792284795077242,0.434382903437989,6.464017518643853
ASAP-0013249,0.6368154978414879,0.4480835754782824,6.427439486671405
ASAP-0013298,0.4944644963904429,0.2053300125145372,6.728009015135961
ASAP-0013299,0.2512752570932782,0.09012123480665545,7.22168031588634
ASAP-0013307,2.457292564041898,0.7302861961501445,6.30642197869392
ASAP-0013305,10.1939161383218,0.4782533100435354,5.587330007297321
ASAP-0013301,1.478081488750804,0.3291975984863983,6.463074264497487
ASAP-0013300,0.4099515428160922,0.1443366506566338,6.921179995681678
ASAP-0013397,1.538707491461199,0.36376459529426636,6.532579448798934
ASAP-0013405,7.108358737524807,1.520000580456238,5.79750770037329
ASAP-0013407,6.7317049842943675,0.33562514292516843,5.979951291194309
ASAP-0013423,6.789006008953047,0.45145547224053933,6.01381827230473
ASAP-0013398,1.0078777791280484,0.282176596514664,6.718734386177562
ASAP-0013412,1.911784182320833,0.48641342559897094,6.367958760893713
ASAP-0013414,0.6365924009022844,0.1847930375117596,6.896497572910928
ASAP-0013413,1.4508140964575955,0.36215518790915957,6.497609963887609
ASAP-0013279,13.1722978974343,8.971427958799255,4.54132330485487
ASAP-0013716,10.19219972351021,0.1741423114975872,5.506109512144294
ASAP-0013720,10.34411569873635,0.2420448088808811,5.450591556103383
ASAP-0013721,10.36723904629313,0.6951466412061611,5.456520482924675
ASAP-0013722,0.4713636560467971,0.1857745121261349,6.922901558825899
ASAP-0013715,9.534046586637968,9.511011044552402e-31,5.772562093109038
ASAP-0013719,10.81800388962074,1.6155410979328788e-11,5.520493226887083
ASAP-0013731,2.364648578257535,0.8079770217018745,6.229146067742573
ASAP-0013735,23.04199187399685,2.601732256129874,5.471970736114439
ASAP-0013893,2.189981024121264,0.6576358430141066,6.353925172546522
ASAP-0013898,1.280689737716209,0.3260824482183574,6.456082421058215
ASAP-0013890,0.8677321943838158,0.1894154042683871,6.829074959910152
ASAP-0013894,1.385400237717408,0.3768360938661774,6.464655621141445
ASAP-0013889,24.18960627228346,2.801540722340372,5.368488505539634
ASAP-0013892,1.882215007798916,0.4647534240529072,6.437612885580696
ASAP-0013891,2.499527394607158,0.7749198592710221,6.249104484494997
ASAP-0013925,1.455539992207578,0.3699007383233854,6.43178276054864
ASAP-0013814,11.37010982096342,1.794157704466975,5.536118786578023
ASAP-0013832,17.39626891166525,1.744933691117715,5.54812127137838
ASAP-0014553,21.9388360106983,2.11325641114738,5.442089028932464
ASAP-0014551,1.386626654463413,0.3672256790427332,6.426940892939048
ASAP-0014582,8.117648750540038,0.0081402657100301,5.942121225282103
ASAP-0014544,0.4739007482748133,0.1806465128510061,6.907067774634031
ASAP-0014612,8.765454979382172,0.1880224397183115,5.993066078601863
ASAP-0014608,5.403319889409845,0.2070470686359508,6.296926845464435
ASAP-0013612,17.24384562191143,14.62335255620451,4.833493173218331
ASAP-0014613,1.215931369706435,0.1450583079570305,6.852963098222746
ASAP-0014632,9.907665946300112,4.079664743953668,5.669908149477449
ASAP-0014646,15.46068429718725,2.258036756223821,5.411465705156709
ASAP-0014649,92.61016178109652,3.06494122317323e-14,4.423711330269098
ASAP-0014638,10.27262387974599,3.103769260987993,5.616993789533143
ASAP-0011528,1.568480366457231,0.5629086796031249,6.321387666306547
ASAP-0011532,32.9951292063886,0.0001603913466955,5.043840065963988
ASAP-0014717,1.196213284597813,0.3596993061537305,6.495318658228981
ASAP-0014745,7.901978028429028,1.121186935914042,5.897598849740189
ASAP-0014753,0.975690312936546,0.2909805461139027,6.589907883820456
ASAP-0011529,18.97242411939908,3.167182567642269,5.474234020801297
ASAP-0014750,0.26632754287537,0.0899219201396374,7.225548382463532
ASAP-0014758,9.539640884856109,6.526659222516781e-50,5.555687438361538
ASAP-0014762,9.371290438632183,3.17414454095915e-12,5.62033417197783
ASAP-0014764,0.8462565856905332,0.2623778072957815,6.743238628091682
ASAP-0014770,0.7823850958300728,0.2211041954389442,6.822153634798299
ASAP-0014773,0.4633472747096805,0.2143972082592234,6.901223750855101
ASAP-0014776,0.4888922628754239,0.1902648985588192,6.897136525360754
ASAP-0014786,0.0538903154363438,0.0371568266528036,7.500794096205619
ASAP-0014789,2.249756461348824,0.8327365244010245,6.267163973893962
ASAP-0014794,0.604433591114518,0.1960493073903777,6.859385533329315
ASAP-0014769,25.21443046526423,4.755523314434687,5.214943386588702
ASAP-0014780,34.74941440604775,6.581623086106122,5.066582858256604
ASAP-0014791,8.010442761384967,0.6160047366056791,5.902547108065102
ASAP-0014797,0.1087736066516974,0.072113793926016,7.185983552474512
ASAP-0014800,0.5462767838281396,0.2187643182405631,6.831720568367347
ASAP-0014881,2.515941013864088,5.907154275140931e-58,5.935549149726452
ASAP-0014882,9.633078322554312,5.470258020333382,5.43626790451409
ASAP-0014887,0.2838227826872005,0.2072660956193327,6.760133567882218
ASAP-0014888,0.4341806018685351,0.2499125524463237,6.714985197681564
ASAP-0014889,1.473357856896387,0.97201056285521,6.067229835961625
ASAP-0014925,0.0323877726965722,0.0269312159847697,7.568608882646302
ASAP-0014886,0.2917515991365974,0.2066544158279182,6.828294240233046
ASAP-0014900,1.234870940661064,0.7686706056114702,6.372131000426644
ASAP-0014931,1.011183687515225,0.4846362045116193,6.410914010340153
ASAP-0014936,7.093059737625382,1.902266155690646,5.916922354661038
ASAP-0014943,0.8897527206833716,0.4264999102051198,6.615433196487816
ASAP-0014948,3.439736632269535,1.003662316914653,5.976620638377303
ASAP-0014955,2.618436398616601,1.158207467784389,6.024263278514367
ASAP-0014956,13.88791442788635,4.168525631688204,5.487346318209751
ASAP-0014959,1.265347273970623,0.6252511489796844,6.458625004640688
ASAP-0014966,0.8772670382562099,0.3803533735735763,6.584280350182972
ASAP-0014938,2.572863471260346,1.221177519684482,5.985370909745046
ASAP-0014951,0.200379680033904,0.1280029999508603,7.111440539557565
ASAP-0014963,2.104510785967528,0.9026072180164746,6.316249847843804
ASAP-0014970,0.4016544222521315,0.2340532512417208,6.719142025676587
ASAP-0014973,1.91547230412374,0.9710999743901328,6.161598080150029
ASAP-0015078,2.533978117131257,1.780258570895344e-06,5.928416789133958
ASAP-0015085,1.125107336625143,0.4931069581679627,6.415518392885769
ASAP-0015090,0.1698714923437168,0.1017072715113238,7.257702018304968
ASAP-0015096,0.6633478686947706,0.3028443925675487,6.884927933709737
ASAP-0015099,0.7207200683281322,0.2983108690317389,6.716829505749695
ASAP-0015102,0.3001736907825851,0.1616089756269954,7.189330851057429
ASAP-0015108,0.2154333314285357,0.1286630433409375,7.141120277560506
ASAP-0015110,0.4750896188107706,0.2412308676985136,6.709605363971209
ASAP-0015114,1.128203545998446,0.4600553366593455,6.429107750300478
ASAP-0015092,1.143937051957748,0.393031421972484,6.499711969254167
ASAP-0015105,1.34233909447282,0.5665973055463743,6.354889971594857
ASAP-0014212,7.831645762931507,0.8126235442230627,5.782149313538214
ASAP-0015219,2.579970208270983,3.132387482435661e-33,6.003120478038674
ASAP-0015223,3.77822642266108,0.6003389375134218,6.004839263361965
ASAP-0015227,0.7481175488450645,0.2285589429140925,6.826586135674005
ASAP-0015229,1.985195574825367,0.6540150758578195,6.369612588386752
ASAP-0015232,1.546692685548625,0.6018385654412405,6.309863105293708
ASAP-0015239,0.1664126933623575,0.0902421288475668,7.249915381057848
ASAP-0015242,2.219262378077191,0.7944142535169048,6.246119498805442
ASAP-0015290,13.64648825936803,1.982916028959394,5.527045585271361
ASAP-0015297,5.220160059134154,0.766920926324163,5.902145472183824
ASAP-0015225,2.555233627916438,1.569765565225199e-11,5.984481295373536
ASAP-0015235,2.45934688887316,0.6823135786223522,6.364020961928754
ASAP-0015294,1.549501351616309,0.4905786893167753,6.361367911836094
ASAP-0015301,0.3184497783506669,0.1845036381077429,6.984601980988887
ASAP-0015306,0.174734521768659,0.1145218927886488,7.225899764124292
ASAP-0015376,1.561295678579241,0.2927270021351289,6.450320212919518
ASAP-0015380,9.897457106797626,1.319869960969243,5.770050116690584
ASAP-0015385,1.974705927807016,0.3063733096935368,6.498198005428991
ASAP-0015389,5.357078816454529,0.3467995281064086,6.025137973890871
ASAP-0015508,1.717893621027285,0.3281693270451082,6.512933378667612
ASAP-0015512,6.962665828868649,0.345025042914643,5.918082522365094
ASAP-0015517,0.3922371410423864,0.1191940635178232,6.977592200387795
ASAP-0015521,0.3963827805241165,0.1005350162125093,7.035126768636848
ASAP-0015514,2.138207840879115,0.4162787733089093,6.447001986332727
ASAP-0015638,2.587584427456187,6.220541251985105e-71,5.982193969995513
ASAP-0015642,1.103051927927099,0.2826160443844556,6.607579299907197
ASAP-0015646,0.0555675266722638,0.0303310916625811,7.571978365193674
ASAP-0015652,1.2551910541188975,0.2818013002289381,6.667366302270828
ASAP-0015656,0.5945088844671566,0.1284984035114036,6.916896352064568
ASAP-0015657,1.017120255967827,0.2058656611194584,6.741261719493933
ASAP-0015663,1.27867319098964,0.3030749174476568,6.569298900688803
ASAP-0015666,1.645588667708421,0.4038350701399432,6.469814570660103
ASAP-0015669,1.163037059253929,0.2485978696422765,6.650468131125045
ASAP-0015677,1.054486082212541,0.2260573345491935,6.717065999071652
ASAP-0015648,5.586296324926372,0.4864215331765201,5.943178912144926
ASAP-0015660,1.100515452693331,0.2282716537226453,6.672410429590156
ASAP-0015672,1.069064671594749,0.2217281327044966,6.705129187868823
ASAP-0015679,2.187431795479832,0.5485217365497994,6.408428591145818
ASAP-0015773,5.263649292568279,0.3920296427040768,6.053190830663972
ASAP-0015896,0.6304681996476863,0.2075572457876841,6.810433697269726
ASAP-0015900,4.098931808693255,0.3908059639004506,6.328538165992871
ASAP-0015906,0.5023552270516547,0.193895750055154,6.773229265274114
ASAP-0015910,0.8666153624647719,0.2542653009346435,6.731372092682105
ASAP-0015913,1.340986955386324,0.5353823289245764,6.439273582024563
ASAP-0015904,0.4108283865248198,0.148810122856621,7.04362315234624
ASAP-0015916,1.133836766462809,0.367310263086817,6.628147501558789
ASAP-0016094,0.8145215328608559,0.6615977267719495,6.157612296091007
ASAP-0016101,1.207131795369261,0.4283078352893563,6.483891382245648
ASAP-0016106,1.086175960183267,0.3266239378258786,6.581105180541845
ASAP-0016110,1.251897705088679,0.4458376454399963,6.396545771656372
ASAP-0016097,0.112923387550133,0.0710568083232727,7.231258707705576
ASAP-0016375,0.1183614901471157,0.0637896784740188,7.222664800164187
ASAP-0016376,0.4307583893151564,0.123309158373352,7.018080047146558
ASAP-0016377,0.3930798300805631,0.1472914290167484,6.954065364785835
ASAP-0016503,0.7467052297262408,0.2233863263284688,6.831796321350881
ASAP-0016504,1.374829384869885,0.3237949701755954,6.568745034447359
ASAP-0016506,0.0642582087266618,0.0357841161297666,7.574499993713652
ASAP-0016507,0.1206947815257111,0.0614441713746892,7.287219624400976
ASAP-0016508,9.63854738146373,0.0039712044588284,5.685748409512055
ASAP-0016510,0.3166390984985459,0.0739957647747497,7.210957718886672
ASAP-0016438,68.71589405220081,63.44478650795995,4.601142018902177
ASAP-0016440,91.23177971828788,73.03795108462513,4.453501711156305
ASAP-0016505,0.1840578416285261,0.0537449773868593,7.351971878779011
ASAP-0016509,0.1213662417246438,0.0613313912959679,7.295806890521557
ASAP-0016539,0.1269692236470053,0.086788215029427,7.286456140693015
ASAP-0016540,1.155379025936812,0.5640241458765918,6.366733192481391
ASAP-0016544,8.24364298602458,0.4389605020358618,5.745917473383549
ASAP-0016546,10.25795773341127,1.967535245512047,5.627731419531564
ASAP-0016547,7.880539210784256,0.9365458209195728,5.689019666751544
ASAP-0016545,0.916487932623094,0.3419688506163456,6.585428528832293
ASAP-0000156,38.08168219904945,27.52339151111959,5.052324173990396
ASAP-0000171,40.5015847183254,26.04298547809195,5.04264854810434
ASAP-0000173,15.79130827251146,12.69469612423903,5.177015437397758
ASAP-0016845,0.1153574779651956,0.0655432099596686,7.257067328343007
ASAP-0016823,0.3221599923392628,0.1110651676867655,7.177951612569584
ASAP-0016846,0.19135893575677,0.086297119693219,7.255137862951511
ASAP-0016592,6.190565580753769,0.7680107596985883,5.969337692705667
ASAP-0016593,0.4348710335248751,0.1951457830263985,6.830085411786962
ASAP-0016819,0.4096519940869351,0.1728533740884543,6.920058947672087
ASAP-0016591,1.319972558926821,0.3470744339467409,6.486045823218364
ASAP-0016974,0.1441360379190448,0.104291125610796,7.180236576717848
ASAP-0016983,7.886070783960177,5.339510778847609,5.507361571786209
ASAP-0016902,5.241194940718016,1.320762138021689,5.891500776283855
ASAP-0017056,0.4330879964576317,0.1556768313000045,6.970080743221363
ASAP-0017057,1.026349794160586,0.2809370316015189,6.775051056495331
ASAP-0017148,11.79581121126403,9.81413756594994,5.013689333978699
ASAP-0017238,0.0689809482595062,0.0453969117649156,7.494545889580658
ASAP-0017239,0.1550408548107435,0.0673586531931907,7.4367840294805
ASAP-0017058,0.8865008930135825,0.2778108562735077,6.809122400989629
ASAP-0017428,7.46845622251265,5.844913017736728,5.406263479282847
ASAP-0017393,35.56378494202851,31.40387559358518,4.588095135716945
ASAP-0017339,2.200237729000161,0.7809177247056234,6.348625519699542
ASAP-0017370,0.1766367641875546,0.0963776672830648,7.265953784101686
ASAP-0017386,9.918882690628536,4.814876159848775,5.565176864702793
ASAP-0017328,0.9713916368623072,0.3514873473794259,6.685896782793114
ASAP-0017445,0.07766156158780743,0.043769996502419695,7.428710594129226
ASAP-0017446,0.0429097025700382,0.0381441787661183,7.484928138379085
ASAP-0017448,0.1109937400383627,0.0889145073263344,7.135991187771603
ASAP-0017449,0.0563890217806947,0.0482522120221478,7.388947611483062
ASAP-0017450,0.6412789673244446,0.3389855752358793,6.754865151369784
ASAP-0017447,1.578383648939133,0.801871884756695,6.393639968709055
ASAP-0017451,8.762392365445704,1.066215260032605,5.581157019456764
ASAP-0017656,0.0475827518600986,0.0388436591285951,7.56904363069823
ASAP-0017653,0.0787539307210416,0.0609820010663337,7.356776231271721
ASAP-0017740,0.4890726464762324,0.293872787111215,6.693142063303468
ASAP-0017714,0.1029570860486404,0.0851432365087077,7.164204961824955
ASAP-0017664,0.9818168552677468,0.5515324733137861,6.497000900044772
ASAP-0017685,34.13829154887363,8.143920173084112,5.476456981091681
ASAP-0017681,0.102522266489753,0.0637061904469625,7.284769388465467
ASAP-0017661,0.1280184282396051,0.0772711901135776,7.326776739384295
ASAP-0017727,0.4961528091469242,0.3218745184887702,6.686325646333621
ASAP-0017647,0.0395721909156246,0.0311994293575915,7.59812645695777
ASAP-0020981,0.054874025082776,0.0341231074741828,7.576803324966873
ASAP-0020966,0.0502467044890087,0.0316402220579225,7.596534189179691
ASAP-0020960,0.1210674873499536,0.0770994726301849,7.230061466974715
ASAP-0020945,0.1458190313217938,0.0872631047525887,7.277295341951302
ASAP-0020888,0.0385754262089473,0.0253551313487811,7.704094397564202
ASAP-0020885,0.4634043080116424,0.1963827781370843,6.811622268357227
ASAP-0022997,0.532438192825233,0.0426609135070142,6.953061134997564
ASAP-0022941,0.7459332649407346,0.0589101756255214,6.899275420343082
ASAP-0022458,3.055283094284261,1.487145693747455,5.803822088951138
ASAP-0022459,5.65541043093233,1.146683127429163,5.785857341267084
ASAP-0022465,2.251535471126556,0.3651283948974812,6.453897434274301
ASAP-0022466,0.8801277203911922,0.1233653543810452,6.820684906253772
ASAP-0022467,2.377594842560313,0.4175756522535035,6.440964358755573
ASAP-0021629,0.4201374122600973,2.3730999839426607e-42,6.995040931227156
ASAP-0022456,1.507167586087459,0.8375603721509147,6.135086683473349
ASAP-0000370,0.1286078222528914,6.526661204103715e-08,7.247364911767183
ASAP-0021181,1.068408269472675,0.5297957245453288,6.354578035044876
ASAP-0021173,2.292790588598921,0.5077641202959493,6.341131612041285
ASAP-0021240,0.1156153847708647,0.0128842311864843,7.334610904720905
ASAP-0021090,0.9415778932893544,0.060777503581176,6.909962669166918
ASAP-0021184,0.790419057823522,0.054466866391715,6.923972573652819
ASAP-0021226,0.1285566462218579,1.455369197697135e-11,7.228598225165785
ASAP-0021223,0.4295448042268214,4.466716348767819e-05,6.951640985364179
ASAP-0021176,0.0905086684911136,0.0253098974984072,7.398363059514137
ASAP-0021170,0.4168893705920826,7.846076357540405e-05,7.025195601644926
ASAP-0023193,0.3750228619629339,0.0539050937085919,7.103105721531252
ASAP-0023194,0.9432367605995042,0.1102331820197587,6.896935120919337
ASAP-0023195,0.9590929436710628,0.0989114158466958,6.90468313521091
ASAP-0023351,0.3941381682185177,0.0525968935966741,7.182115468977594
