lig-ID,premin-score-POSIT,docking-score-POSIT,Vina-score-premin,Vina-score-min,gnina-RMSD,gnina-dock-Affinity,gnina-Affinity-var,CNN_dock_score,CNN_dock_affinity,CNNvariance
ASAP-0029028,0.0,-11.508710861206056,-9.338,-9.421,0.39145,-9.65011,-2.42038,0.88366,-7.72871,0.09454
ASAP-0028814,0.0,-12.28127384185791,-8.795,-9.185,0.34506,-9.30937,-1.40282,0.91416,-7.82298,0.07506
ASAP-0027677,0.0,-12.857465744018556,-9.248,-9.542,0.37053,-9.63996,-1.9051,0.90868,-7.598,0.22465
ASAP-0000775,0.0,-12.45289134979248,-9.426,-9.565,0.60744,-9.95334,-0.99493,0.96378,-7.57713,0.11935
ASAP-0016097,0.0,-12.347301483154297,-9.366,-9.473,0.36837,-9.97268,-1.9291,0.90534,-7.27191,0.06825
ASAP-0016592,0.0,-10.597859382629396,-8.823,-9.2,0.53676,-9.62674,-0.71497,0.93229,-6.85638,0.14112
ASAP-0012333,0.0,-12.156411170959473,-9.603,-9.818,0.49589,-9.93097,-1.84034,0.96151,-7.20353,0.07878
ASAP-0016546,0.0,-13.066426277160645,-8.767,-8.839,0.37207,-8.97094,-1.57206,0.97968,-7.64341,0.0177
ASAP-0011528,0.0,-10.9308443069458,-9.341,-9.544,0.51647,-9.70064,-1.83573,0.92295,-6.99488,0.08108
ASAP-0016101,0.0,-12.454734802246094,-8.988,-9.052,0.36988,-9.60057,-1.46157,0.89209,-7.07885,0.05433
ASAP-0027937,0.0,-11.633054733276367,-9.513,-9.675,0.35052,-9.86808,-2.00933,0.86899,-7.70461,0.17596
ASAP-0027860,0.0,-12.036415100097656,-9.264,-9.429,0.4487,-9.51474,-1.36623,0.85665,-7.55758,0.0478
ASAP-0022922,0.0,-7.53579044342041,,,0.42703,-8.08069,-0.45811,0.53056,-5.85216,0.02313
ASAP-0014544,0.0,-11.685724258422852,-10.143,-10.189,0.29393,-10.35058,-1.88807,0.87001,-7.83789,0.21791
ASAP-0027567,0.0,-12.202497482299805,-9.322,-9.628,0.48875,-9.82466,-2.22944,0.84612,-7.76701,0.13215
ASAP-0011529,0.0,-12.129592895507812,-9.336,-9.412,0.65255,-9.86912,-2.43835,0.93081,-7.49012,0.0947
ASAP-0027691,0.0,-14.136191368103027,-9.451,-9.528,0.55748,-9.86362,-1.40625,0.94586,-7.81322,0.09702
ASAP-0000801,0.0,-11.834890365600586,-9.423,-9.443,0.46665,-9.67917,-1.56137,0.8906,-6.75671,0.1004
ASAP-0008642,0.0,-12.724038124084473,-7.839,-8.044,0.77636,-8.54589,-0.88461,0.95222,-7.2613,0.04433
ASAP-0015301,0.0,-12.463459968566896,-9.131,-9.302,0.31931,-9.53938,-1.98438,0.88369,-7.37672,0.06583
ASAP-0027683,0.0,-12.606001853942873,-9.445,-9.636,0.33766,-9.70241,-1.89913,0.80231,-7.49905,0.10268
ASAP-0015229,0.0,-11.749837875366213,-8.849,-9.245,0.61316,-9.45343,-2.25489,0.85978,-7.61174,0.05343
ASAP-0027783,0.0,-14.815370559692385,-9.819,-10.056,0.37895,-10.2448,-2.24871,0.9296,-7.74764,0.12816
ASAP-0008452,0.0,-12.30552101135254,-9.653,-9.967,0.55104,-10.06098,-1.86458,0.9179,-7.14835,0.09647
ASAP-0027802,0.0,-10.92458724975586,-9.164,-9.398,0.49426,-9.52012,-2.15532,0.78081,-7.60992,0.1004
ASAP-0008667,0.0,-8.93832778930664,-8.466,-8.597,0.42216,-8.80919,-1.53507,0.91,-6.87753,0.07503
ASAP-0015679,0.0,-12.473260879516602,-9.715,-9.788,0.39078,-9.96182,-1.79065,0.95861,-7.40431,0.07712
ASAP-0000175,0.0,-16.514942169189453,-9.274,-9.311,0.41347,-9.87855,-0.99235,0.96987,-7.60188,0.06693
ASAP-0027755,0.0,-11.604764938354492,-9.376,-9.748,0.33148,-10.10567,-2.36581,0.94509,-7.7065,0.10353
ASAP-0022466,0.0,-11.594354629516602,-9.333,-9.585,0.41057,-10.09756,-1.00872,0.92321,-7.23345,0.09656
ASAP-0027974,0.0,-13.289365768432615,-9.201,-9.151,0.2501,-9.34361,-1.62114,0.88683,-7.65749,0.10798
ASAP-0014745,0.0,-14.764888763427734,-10.379,-10.359,0.43265,-10.56992,-1.16218,0.95978,-7.17422,0.08756
ASAP-0016110,0.0,-13.030265808105469,-9.898,-9.945,0.2729,-10.07975,-1.5837,0.97057,-7.42499,0.06606
ASAP-0028945,0.0,-12.713647842407228,-9.6,-9.673,0.42136,-9.83962,-2.14437,0.86999,-7.75725,0.10043
ASAP-0016845,0.0,-12.226125717163086,-8.705,-9.033,0.61872,-9.29289,-2.14864,0.84569,-7.64761,0.15039
ASAP-0027562,0.0,-13.133410453796388,-9.405,-9.549,0.35423,-9.70014,-1.96501,0.91391,-7.7765,0.0805
ASAP-0028868,0.0,-12.967018127441406,-8.974,-9.032,0.18594,-9.11233,-1.58244,0.88122,-7.46836,0.05676
ASAP-0011445,0.0,-12.51098918914795,-9.443,-9.507,0.28671,-9.61508,-1.36239,0.94739,-7.18042,0.08589
ASAP-0014632,0.0,-13.789388656616213,-9.72,-9.698,0.47393,-10.08151,-1.071,0.97153,-7.63343,0.06449
ASAP-0028917,0.0,-9.997886657714844,-9.091,-9.721,0.3108,-9.89205,-1.63605,0.96316,-7.72883,0.0871
ASAP-0014646,0.0,-13.941455841064451,-9.36,-9.495,0.34755,-9.83137,-2.22734,0.90156,-7.6459,0.13852
ASAP-0027686,0.0,-15.51211643218994,-9.904,-10.139,0.36948,-10.20532,-1.96151,0.94791,-7.68536,0.12562
ASAP-0017058,0.0,-10.478919982910156,-9.173,-9.493,1.24187,-9.9162,-2.06512,0.64483,-7.18077,0.42842
ASAP-0000217,0.0,-9.878107070922852,-8.3,-8.344,0.51085,-8.50872,-1.05657,0.41785,-6.34963,0.21137
ASAP-0028010,0.0,-12.429561614990234,-9.298,-9.299,0.35619,-9.56323,-1.6146,0.92264,-7.57198,0.03936
ASAP-0016438,0.0,-4.764588832855225,-5.829,-6.295,0.77209,-6.72677,-0.33484,0.36587,-5.20445,0.0455
ASAP-0015235,0.0,-13.42371940612793,-9.072,-9.178,0.29949,-9.36949,-1.1677,0.9701,-7.14052,0.13117
ASAP-0010742,0.0,-10.02390193939209,-7.999,-8.151,0.49059,-8.50614,-1.38068,0.94351,-6.78863,0.12116
ASAP-0008634,0.0,-16.633373260498047,-8.722,-8.801,0.24928,-9.36498,-0.51135,0.97147,-7.21283,0.05195
ASAP-0028936,0.0,-10.863113403320312,-9.085,-9.297,0.4533,-9.30122,-2.48812,0.7815,-7.58184,0.13557
ASAP-0023368,0.0,-12.917099952697754,-9.613,-9.867,0.31123,-10.16476,-2.26823,0.90008,-7.46425,0.05824
ASAP-0008393,0.0,-15.17895221710205,-8.401,-8.608,0.33339,-9.23587,-0.72259,0.97571,-6.69954,0.01601
ASAP-0015657,0.0,-12.734153747558594,-9.772,-9.793,0.33378,-10.07851,-1.55383,0.96459,-7.48666,0.04833
ASAP-0027939,0.0,-12.04349422454834,-9.283,-9.283,0.27317,-9.78507,-2.13229,0.9204,-7.67628,0.1636
ASAP-0023449,0.0,-11.289874076843262,-9.165,-9.195,0.45035,-9.9637,-1.65472,0.86988,-7.13222,0.11279
ASAP-0011130,0.0,-9.37088108062744,-7.189,-7.594,0.55692,-8.2186,-1.34352,0.4787,-5.93924,0.3812
ASAP-0016376,0.0,-10.873998641967772,-9.228,-9.251,0.43866,-9.85003,-1.74367,0.80774,-7.09393,0.11518
ASAP-0014762,0.0,-11.250703811645508,-9.608,-9.789,0.44216,-9.8871,-1.68401,0.83062,-7.01543,0.15005
ASAP-0020960,0.0,-14.780820846557615,-9.152,-9.353,0.26513,-9.4261,-1.78649,0.96026,-7.76334,0.04266
ASAP-0015239,0.0,-11.001751899719238,-9.157,-9.223,0.60924,-9.62752,-1.4197,0.93182,-7.69153,0.18072
ASAP-0014612,0.0,-11.703607559204102,-9.071,-9.139,0.27618,-9.21777,-1.74005,0.94521,-7.83424,0.20115
ASAP-0015646,0.0,-11.253403663635254,-8.786,-8.999,0.45541,-9.29244,-2.38078,0.89373,-7.75363,0.07751
ASAP-0023193,0.0,-13.31098461151123,-9.778,-9.817,0.25721,-10.25311,-2.18205,0.87637,-7.36827,0.07892
ASAP-0015102,0.0,-13.414088249206545,-8.172,-8.954,0.54064,-9.40098,-2.60678,0.90889,-7.78401,0.25106
ASAP-0000774,0.0,-10.117733001708984,-9.124,-9.372,0.52343,-9.40639,-1.36163,0.83074,-7.25573,0.13275
ASAP-0027818,0.0,-13.284542083740234,-9.348,-9.528,0.35883,-9.73073,-1.87802,0.91425,-7.65023,0.10006
ASAP-0011049,0.0,-12.52126121520996,-9.142,-9.37,0.66367,-9.67587,-1.8376,0.78197,-7.27037,0.20535
ASAP-0008627,0.0,-13.823617935180664,-7.581,-7.695,0.3278,-8.11017,-0.42323,0.94624,-6.48841,0.06088
ASAP-0028951,0.0,-10.6587553024292,-9.156,-9.201,0.34785,-9.34557,-2.83904,0.66425,-7.57499,0.14998
ASAP-0010757,0.0,-13.866937637329102,-9.998,-10.009,0.23258,-10.08164,-1.02862,0.77325,-6.51301,0.03437
ASAP-0015376,0.0,-12.450533866882324,-9.548,-9.509,0.58458,-9.99765,-1.19185,0.97217,-7.57023,0.06029
ASAP-0028931,0.0,-10.912662506103516,-9.277,-9.299,0.52683,-9.6514,-2.33598,0.8292,-7.61081,0.06734
ASAP-0008285,0.0,-5.825492858886719,-5.191,-5.986,0.84359,-6.37108,-0.77828,0.13956,-5.89785,0.2428
ASAP-0000773,0.0,-12.658205032348633,-9.045,-9.087,0.39002,-9.02624,-1.14337,0.92503,-7.0043,0.09756
ASAP-0027675,0.0,-14.186955451965332,-9.519,-9.582,0.26264,-9.74447,-1.49105,0.94032,-7.7718,0.06997
ASAP-0015663,0.0,-11.777538299560549,-9.525,-9.567,0.3613,-9.79965,-1.69109,0.95266,-7.38523,0.07867
ASAP-0028008,0.0,-13.137632369995115,-9.486,-9.485,0.31932,-9.92304,-1.55765,0.9364,-7.40595,0.06563
ASAP-0015090,0.0,-11.656360626220703,-9.048,-9.268,0.41781,-9.53212,-2.15335,0.84236,-7.30182,0.11378
ASAP-0014638,0.0,-13.457193374633787,-9.371,-9.414,0.91612,-10.022,-1.92179,0.96361,-7.83694,0.08521
ASAP-0023469,0.0,-11.030521392822266,-9.256,-9.556,0.48136,-10.04685,-2.39742,0.86607,-7.32139,0.05595
ASAP-0016377,0.0,-10.376497268676758,-10.104,-10.312,0.70607,-10.41676,-2.26027,0.76879,-7.81767,0.11922
ASAP-0011359,0.0,-12.71923828125,-9.851,-10.073,0.44599,-10.22268,-0.93425,0.95857,-7.20979,0.12394
ASAP-0029484,0.0,-9.162846565246582,-9.221,-9.407,0.64358,-9.61191,-2.87552,0.70768,-7.48444,0.33659
ASAP-0027819,0.0,-11.43899917602539,-9.451,-9.654,0.38814,-9.82187,-2.24443,0.80092,-7.66009,0.12454
ASAP-0021223,0.0,-13.311426162719728,-9.267,-9.309,0.36773,-9.5666,-1.35796,0.91458,-7.62419,0.06136
ASAP-0011044,0.0,-16.484907150268555,-8.705,-8.338,0.67397,-8.88768,-1.32664,0.9008,-7.47958,0.09498
ASAP-0015108,0.0,-10.855971336364746,-9.09,-9.694,0.87566,-9.8538,-2.11965,0.82608,-7.46149,0.17005
ASAP-0020888,0.0,-12.399444580078123,-8.801,-8.956,0.72975,-9.32541,-2.47534,0.88409,-7.68381,0.12506
ASAP-0016544,0.0,-14.778406143188477,-9.341,-9.529,0.43098,-9.59832,-1.79615,0.91323,-7.78205,0.121
ASAP-0027765,0.0,-14.41622829437256,-9.727,-9.898,0.38679,-10.11714,-1.79374,0.94265,-7.71912,0.06759
ASAP-0015385,0.0,-11.999622344970703,-9.429,-9.557,0.928,-10.04331,-1.49601,0.95243,-7.36818,0.06331
ASAP-0028948,0.0,-12.177154541015623,-9.243,-9.331,0.37482,-9.54666,-2.1038,0.8151,-7.61333,0.1444
ASAP-0029037,0.0,-14.634925842285156,-8.644,-8.806,0.28994,-9.78005,-0.9746,0.90506,-7.64668,0.05748
ASAP-0010711,0.0,-8.772814750671387,-7.081,-7.455,0.88793,-7.64305,-0.97414,0.59633,-6.38527,0.0215
ASAP-0014717,0.0,-12.960759162902832,-9.9,-9.938,0.33976,-10.03467,-1.51652,0.97135,-7.50414,0.06978
ASAP-0027737,0.0,-12.83973789215088,-9.239,-9.389,0.4631,-9.56077,-2.5269,0.8082,-7.47118,0.10499
ASAP-0015096,0.0,-12.921342849731444,-9.005,-9.253,0.58878,-9.49925,-2.10561,0.95341,-7.72064,0.1057
ASAP-0011140,0.0,-13.587268829345703,-9.708,-9.687,0.35772,-9.66257,-1.65451,0.95246,-7.30902,0.10886
ASAP-0013889,0.0,-14.814691543579102,-9.617,-9.67,0.27042,-9.86669,-0.81698,0.96927,-7.39854,0.13343
ASAP-0015656,0.0,-12.431949615478516,-9.763,-9.832,0.65144,-10.22205,-1.60815,0.95197,-7.48329,0.03173
ASAP-0027945,0.0,-12.940140724182127,-9.498,-9.73,0.46218,-9.88715,-1.83383,0.90198,-7.76491,0.14152
ASAP-0010738,0.0,-14.397197723388672,-10.443,-10.524,0.49107,-10.6026,-1.84478,0.74772,-7.61835,0.32677
ASAP-0017057,0.0,-11.59925937652588,-9.449,-9.641,0.46734,-9.8743,-2.70376,0.69108,-7.56543,0.16584
ASAP-0014769,0.0,-12.338922500610352,-9.672,-9.956,0.50651,-10.13605,-1.31746,0.89713,-7.14602,0.09433
ASAP-0028825,0.0,-14.240185737609863,-9.4,-9.41,0.32259,-9.57684,-1.58663,0.94518,-7.62289,0.04006
ASAP-0011040,0.0,-17.243070602416992,-9.484,-9.515,0.1942,-10.50731,-1.0249,0.98445,-7.63149,0.01701
ASAP-0022997,0.0,-13.063769340515137,-9.712,-9.699,0.40566,-9.84372,-2.27072,0.94505,-7.64708,0.32241
ASAP-0010724,0.0,-6.356195449829102,-6.817,-6.906,0.54284,-7.30183,-0.71672,0.15945,-6.1287,0.04901
ASAP-0008605,0.0,-11.34031867980957,-6.538,-6.84,0.78152,-7.41995,-1.02106,0.8926,-6.33691,0.05167
ASAP-0015521,0.0,-13.225018501281738,-8.861,-8.964,0.6062,-9.16111,-2.16571,0.93983,-7.64016,0.15945
ASAP-0028949,0.0,-11.058048248291016,-9.642,-9.807,0.39665,-9.87697,-1.86665,0.82474,-7.51544,0.12964
ASAP-0015517,0.0,-11.962493896484377,-9.052,-9.432,0.46971,-9.69744,-1.99673,0.90322,-7.44256,0.07324
ASAP-0008636,0.0,-14.695347785949709,-8.175,-8.237,0.30074,-8.68328,-0.98002,0.9743,-6.97885,0.02404
ASAP-0000272,0.0,-12.998245239257812,-9.784,-9.926,0.494,-10.18388,-1.51723,0.96247,-7.01785,0.12129
ASAP-0027877,0.0,-11.532953262329102,-9.088,-9.428,0.51437,-9.59428,-2.24453,0.7918,-7.53291,0.15933
ASAP-0017056,0.0,-10.89601993560791,-8.883,-9.149,0.33916,-9.1916,-2.30959,0.78611,-7.56429,0.13996
ASAP-0000212,0.0,-9.27638339996338,-8.094,-8.374,0.66867,-8.48435,-2.14563,0.12612,-6.23832,0.39695
ASAP-0014773,0.0,-11.943528175354004,-9.689,-9.738,0.37855,-9.94426,-1.77114,0.91509,-7.14277,0.09099
ASAP-0029478,0.0,-9.430957794189451,-8.966,-9.431,0.20496,-9.56493,-2.02687,0.87596,-7.78897,0.14038
ASAP-0016506,0.0,-12.968555450439451,-9.327,-9.533,0.352,-9.67177,-2.26861,0.84984,-7.52466,0.11364
ASAP-0014212,0.0,-11.216120719909668,-9.785,-9.864,0.39183,-10.08239,-0.44651,0.96308,-7.13435,0.0623
ASAP-0027795,0.0,-12.290231704711914,-9.421,-9.455,0.21796,-9.5276,-1.97949,0.77027,-7.46287,0.08181
ASAP-0023359,0.0,-9.698075294494627,-8.679,-8.978,0.71546,-9.62386,-2.22527,0.89681,-7.44029,0.03917
ASAP-0027679,0.0,-12.122880935668944,-9.317,-9.619,0.48053,-9.78616,-2.23498,0.80223,-7.63009,0.13478
ASAP-0027821,0.0,-12.502653121948242,-9.457,-9.579,0.40146,-9.73808,-2.36431,0.8705,-7.5902,0.10761
ASAP-0011067,0.0,-9.812548637390137,-9.013,-9.099,0.48507,-9.28055,-0.55496,0.67412,-5.86961,0.15657
ASAP-0015306,0.0,-13.734735488891602,-9.481,-9.583,0.51496,-9.58407,-0.43034,0.81304,-7.57548,0.18305
ASAP-0027689,0.0,-12.177279472351074,-9.245,-9.601,0.34122,-9.77418,-1.69996,0.93439,-7.64765,0.03331
ASAP-0014800,0.0,-12.588106155395508,-9.303,-9.612,0.5034,-9.67658,-1.94102,0.75376,-7.28058,0.22888
ASAP-0013274,0.0,-10.286188125610352,-9.269,-9.565,0.6149,-9.73901,-1.39952,0.88408,-7.11718,0.07953
ASAP-0028886,0.0,-11.522720336914062,-9.091,-9.384,0.41504,-9.54835,-1.95071,0.85817,-7.6038,0.0787
ASAP-0015380,0.0,-12.308403968811035,-8.667,-9.012,0.54277,-9.35974,-0.78591,0.96209,-7.16528,0.03263
ASAP-0027774,0.0,-12.830604553222656,-9.506,-9.68,0.52608,-10.04956,-1.74139,0.91584,-7.69344,0.0788
ASAP-0016819,0.0,-11.189703941345217,-9.826,-9.867,0.40793,-10.00341,-2.86068,0.673,-7.68701,0.1171
ASAP-0020885,0.0,-12.063895225524902,-9.149,-9.36,0.46065,-9.50572,-2.49754,0.96199,-7.8648,0.07643
ASAP-0027773,0.0,-15.615169525146484,-9.773,-10.017,0.35386,-10.20751,-1.59163,0.95454,-7.69674,0.08429
ASAP-0014948,0.0,-11.669755935668944,-9.215,-9.322,0.37783,-9.44534,-1.57947,0.94787,-7.36069,0.12699
ASAP-0015660,0.0,-12.769827842712402,-9.44,-9.557,0.45784,-9.76058,-1.60504,0.96931,-7.37278,0.12554
ASAP-0015900,0.0,-11.819387435913086,-10.066,-10.113,0.36042,-10.37,-1.40138,0.95969,-7.20239,0.05969
ASAP-0013249,0.0,-16.507503509521484,-9.147,-9.31,0.23816,-10.12764,-1.17816,0.97038,-7.71803,0.02372
ASAP-0016593,0.0,-13.491912841796877,-9.018,-9.162,0.47595,-9.32998,-1.89173,0.89792,-7.4754,0.07797
ASAP-0015904,0.0,-12.256473541259766,-9.127,-9.399,0.7355,-9.56234,-1.69189,0.72757,-7.24129,0.15964
ASAP-0027591,0.0,-11.911346435546877,-9.525,-9.659,0.26982,-9.75469,-2.24485,0.81631,-7.40107,0.15399
ASAP-0027848,0.0,-11.156207084655762,-9.088,-9.401,0.54404,-9.46825,-2.25284,0.74139,-7.41053,0.17977
ASAP-0016539,0.0,-10.62265396118164,-9.073,-9.468,0.68869,-9.65574,-2.43534,0.66801,-7.37345,0.2344
ASAP-0010725,0.0,-9.890494346618652,-8.764,-8.96,0.91666,-9.33192,-2.46899,0.92837,-7.35123,0.07468
ASAP-0010722,0.0,-13.63286018371582,-10.178,-10.183,0.2847,-10.37186,-1.4191,0.97822,-7.36135,0.02456
ASAP-0011043,0.0,-17.072769165039062,-8.713,-8.978,0.37813,-9.6532,-0.58712,0.98318,-7.78107,0.03213
ASAP-0016507,0.0,-9.268187522888184,-9.054,-9.344,0.67536,-9.8615,-2.3859,0.84996,-7.3811,0.20245
ASAP-0023195,0.0,-11.625558853149414,-9.05,-9.267,0.64867,-9.44154,-1.63335,0.82517,-7.15705,0.11527
ASAP-0011034,0.0,-12.585962295532228,-9.423,-9.446,0.32289,-9.90823,-1.27931,0.88868,-7.01676,0.08879
ASAP-0015666,0.0,-10.983264923095703,-9.48,-9.546,0.36349,-9.71596,-1.62507,0.95524,-7.3974,0.04288
ASAP-0028909,0.0,-13.478572845458984,-9.693,-9.768,0.28354,-10.00677,-1.95536,0.9322,-7.759,0.07597
ASAP-0029121,0.0,-12.91434097290039,-9.496,-9.725,0.47858,-9.88879,-2.42019,0.94684,-7.89794,0.07336
ASAP-0015232,0.0,-13.74168586730957,-9.101,-9.449,0.52509,-9.51012,-2.32014,0.90556,-7.74213,0.05653
ASAP-0000654,0.0,-14.09837532043457,-9.99,-10.117,0.37674,-10.29293,-1.89965,0.9627,-7.59656,0.14347
ASAP-0010740,0.0,-9.1123046875,-7.613,-8.016,0.76841,-8.43922,-0.87339,0.87965,-6.77674,0.14677
ASAP-0017656,0.0,-11.931222915649414,-9.144,-9.256,0.36199,-9.46066,-2.39729,0.78143,-7.52395,0.14461
ASAP-0013735,0.0,-12.50229835510254,-9.853,-9.975,0.73436,-10.3915,-1.24987,0.93634,-7.28705,0.06472
ASAP-0014770,0.0,-10.048056602478027,-9.279,-9.555,0.81641,-9.91971,-1.29766,0.89116,-7.09678,0.0811
ASAP-0015110,0.0,-12.24863052368164,-9.369,-9.475,0.26268,-9.75467,-1.7525,0.87719,-7.35097,0.13843
ASAP-0017239,0.0,-11.730052947998049,-9.267,-9.504,0.3348,-9.73278,-1.97428,0.87786,-7.68894,0.12125
ASAP-0014943,0.0,-11.02647590637207,-8.439,-8.963,0.41858,-9.30978,-1.37702,0.86746,-7.275,0.18009
ASAP-0023457,0.0,-11.982080459594728,-9.621,-9.697,0.41599,-9.85119,-2.52321,0.83399,-7.77925,0.1058
ASAP-0014613,0.0,-11.585660934448242,-9.464,-9.751,0.52325,-9.89926,-1.78778,0.9372,-7.19175,0.06759
ASAP-0027801,0.0,-9.801679611206056,-8.668,-9.056,0.44531,-9.35779,-2.2879,0.92798,-7.57056,0.06111
ASAP-0014758,0.0,-10.273642539978027,-9.304,-9.531,0.62986,-9.93379,-1.49985,0.78067,-6.94613,0.07524
ASAP-0027688,0.0,-11.787631034851074,-9.131,-9.455,0.36511,-9.64352,-1.28414,0.91519,-7.60856,0.08481
ASAP-0017339,0.0,-13.222871780395508,-10.1,-10.308,0.2723,-10.36937,-2.04844,0.9123,-7.86599,0.07979
ASAP-0016983,0.0,-12.66710090637207,-9.312,-9.509,0.41414,-9.74975,-2.09624,0.93789,-7.71667,0.05749
ASAP-0028860,0.0,-12.327672004699709,-9.31,-9.471,0.54849,-9.69698,-1.79231,0.91952,-7.63034,0.1103
ASAP-0000652,0.0,-13.686744689941406,-9.503,-9.631,0.28089,-9.80067,-1.20392,0.9335,-7.20767,0.11186
ASAP-0027685,0.0,-13.240076065063477,-9.548,-9.724,0.25292,-9.84089,-1.86008,0.90228,-7.80592,0.1407
ASAP-0023511,0.0,-10.20148754119873,-8.644,-9.033,0.6467,-9.60476,-2.57059,0.88039,-7.39153,0.046
ASAP-0016375,0.0,-14.274413108825684,-10.18,-10.241,0.41323,-10.40339,-2.1188,0.90912,-7.87419,0.15728
ASAP-0017446,0.0,-13.82156753540039,-9.8,-9.889,0.40696,-10.20023,-2.27851,0.92835,-7.72643,0.08799
ASAP-0016503,0.0,-12.94147491455078,-9.443,-9.878,0.53498,-10.05923,-1.63385,0.92693,-7.75987,0.08004
ASAP-0015906,0.0,-10.975266456604004,-9.201,-9.548,0.90628,-9.90556,-2.34686,0.58416,-7.21005,0.34193
ASAP-0017370,0.0,-14.262579917907717,-9.377,-9.617,0.45399,-9.8213,-1.6593,0.91643,-7.38757,0.10334
ASAP-0014955,0.0,-12.32449722290039,-9.4,-9.547,0.49026,-9.73296,-1.87377,0.88322,-7.56431,0.09324
ASAP-0013307,0.0,-12.792594909667969,-10.313,-10.641,0.39352,-10.77627,-0.73741,0.98575,-7.78262,0.06258
ASAP-0027938,0.0,-12.827980041503906,-9.131,-9.402,0.7486,-9.70653,-1.78956,0.87457,-7.48135,0.11297
ASAP-0021176,0.0,-11.91934585571289,-8.698,-9.022,0.57064,-9.18181,-2.13548,0.90261,-7.81481,0.09265
ASAP-0029370,0.0,-11.06098461151123,-9.813,-10.254,0.37826,-10.41907,-1.87466,0.93205,-7.63267,0.17543
ASAP-0027831,0.0,-13.063088417053224,-9.318,-9.493,0.51666,-9.69395,-2.26711,0.87285,-7.71702,0.13258
ASAP-0015085,0.0,-13.146245002746582,-9.288,-9.516,0.63541,-9.68604,-1.81931,0.93602,-7.81113,0.06748
ASAP-0015916,0.0,-12.62690258026123,-9.28,-9.656,0.52304,-9.84858,-1.99392,0.64536,-7.18488,0.29098
ASAP-0028028,0.0,-10.433038711547852,-8.878,-9.34,0.37793,-9.58224,-2.12694,0.90804,-7.48249,0.09113
ASAP-0027687,0.0,-14.06419563293457,-9.586,-9.721,0.48824,-10.02368,-1.70884,0.94094,-7.67104,0.08239
ASAP-0020966,0.0,-12.733013153076172,-9.021,-9.038,0.83946,-9.45939,-1.99609,0.9211,-7.76279,0.10982
ASAP-0017727,0.0,-8.56656551361084,-9.196,-9.721,0.75645,-10.24754,-2.32202,0.78382,-7.77043,0.14619
ASAP-0016591,0.0,-11.474580764770508,-9.017,-9.3,0.36645,-9.71733,-1.94494,0.95401,-7.36828,0.09258
ASAP-0029298,0.0,-9.393035888671877,-8.832,-9.317,0.63174,-9.47141,-2.44048,0.84125,-7.5231,0.21665
ASAP-0015078,0.0,-14.249042510986328,-9.862,-9.87,0.36819,-10.17107,-1.29811,0.96904,-7.32734,0.12013
ASAP-0015512,0.0,-11.961499214172363,-9.594,-9.645,0.34626,-9.75371,-1.47176,0.9581,-7.43919,0.08291
ASAP-0017647,0.0,-11.498018264770508,-9.227,-9.789,0.43349,-10.1123,-2.23131,0.95312,-8.01868,0.17921
ASAP-0015514,0.0,-8.286809921264648,-8.646,-9.062,0.55497,-9.42729,-1.19222,0.93927,-7.27087,0.08258
ASAP-0015092,0.0,-12.585363388061523,-9.748,-9.669,0.36846,-9.89786,-1.6963,0.95458,-7.46406,0.03013
ASAP-0015672,0.0,-14.162232398986816,-9.842,-9.923,0.44984,-10.27149,-1.52328,0.97155,-7.47386,0.05628
ASAP-0016902,0.0,-14.481252670288086,-9.414,-9.443,0.29259,-9.67,-1.64985,0.98009,-7.68208,0.08584
ASAP-0020981,0.0,-11.587130546569824,-8.611,-8.792,0.73282,-9.13941,-2.34541,0.94382,-7.81729,0.03357
ASAP-0008493,0.0,-12.384003639221191,-8.599,-8.772,0.71242,-9.26594,-1.56651,0.80726,-7.30342,0.2328
ASAP-0008599,0.0,-14.914119720458984,-7.948,-8.119,0.26496,-8.5754,-0.89777,0.9382,-6.85842,0.11435
ASAP-0015225,0.0,-11.16843605041504,-7.698,-8.362,0.78059,-8.77648,-2.13225,0.94186,-7.71256,0.01786
ASAP-0014794,0.0,-10.616833686828612,-9.276,-9.645,0.49672,-9.8558,-1.64719,0.91107,-7.13638,0.09782
ASAP-0012335,0.0,-12.348837852478027,-9.295,-9.701,0.50917,-9.9617,-1.97675,0.94775,-7.53196,0.08837
ASAP-0015773,0.0,-14.219684600830078,-8.642,-8.653,0.40318,-8.95103,-2.00032,0.98534,-7.80271,0.07362
ASAP-0029024,0.0,-9.75367546081543,-9.16,-9.564,0.6734,-9.89238,-2.5914,0.7837,-7.60269,0.25661
ASAP-0015913,0.0,-10.049678802490234,-9.537,-9.794,0.45862,-9.92858,-2.25663,0.86124,-7.69934,0.12048
ASAP-0014750,0.0,-11.673724174499512,-9.698,-9.875,0.46014,-9.88223,-1.77179,0.86639,-7.10557,0.15438
ASAP-0013298,0.0,-12.211498260498049,-9.411,-9.562,0.53854,-9.72189,-1.10684,0.83573,-7.50107,0.10895
ASAP-0015223,0.0,-10.801907539367676,-9.565,-9.634,0.46214,-10.00358,-1.15806,0.89245,-7.72099,0.14661
ASAP-0012331,0.0,-13.837713241577148,-9.471,-9.5,0.39284,-9.59547,-1.26991,0.97039,-7.15749,0.11591
ASAP-0029422,0.0,-11.69704818725586,-9.492,-9.555,0.27671,-9.71074,-2.33072,0.83706,-7.64226,0.05126
